Batch_ID,RR_Retailer_Name,RR_Receipt_Date,RR_Received_Quantity,RR_Stock_as_on,RR_Stock_as_on_Date,RR_City,RR_Transit
BF2025101341,R149,11-11-2025,770,520,06-12-2025,Pune,1
BF2025101341,R100,14-11-2025,594,374,05-12-2025,Pune,2
BF2025101341,R198,13-11-2025,7,3,28-11-2025,Pune,2
BF2025101341,R37,18-11-2025,200,134,01-12-2025,Pune,2
BF2025101353,R59,13-10-2025,16,12,30-10-2025,Ahmedabad,1
BF2025101353,R62,16-10-2025,172,92,02-11-2025,Ahmedabad,2
BF2025101353,R36,18-10-2025,129,81,04-11-2025,Ahmedabad,2
BF2025101353,R199,17-10-2025,63,43,10-11-2025,Ahmedabad,2
BF2025101353,R77,22-10-2025,164,110,03-11-2025,Ahmedabad,2
BF2025101353,R139,18-10-2025,130,107,06-11-2025,Ahmedabad,1
BF2025101353,R42,19-10-2025,11,7,13-11-2025,Ahmedabad,1
BF2025101353,R125,21-10-2025,298,183,31-10-2025,Ahmedabad,2
BF2025101353,R34,30-10-2025,113,64,09-11-2025,Ahmedabad,2
BF2025101353,R31,01-11-2025,118,95,16-11-2025,Ahmedabad,2
BF2025101357,R79,18-10-2025,176,119,31-10-2025,Delhi,1
BF2025101357,R184,20-10-2025,56,43,11-11-2025,Delhi,1
BF2025101357,R126,22-10-2025,25,13,08-11-2025,Delhi,1
BF2025101357,R171,21-10-2025,38,22,11-11-2025,Delhi,1
BF2025101357,R97,27-10-2025,124,64,07-11-2025,Delhi,2
BF2025101357,R186,29-10-2025,69,45,10-11-2025,Delhi,2
BF2025101357,R159,24-10-2025,110,82,10-11-2025,Delhi,1
BF2025101357,R104,02-11-2025,144,111,14-11-2025,Delhi,2
BF2025101357,R176,26-10-2025,37,25,10-11-2025,Delhi,1
BF2025101357,R63,05-11-2025,196,143,24-11-2025,Delhi,1
BF2025101358,R79,05-11-2025,50,27,20-11-2025,Chennai,1
BF2025101358,R56,07-11-2025,88,73,18-11-2025,Chennai,1
BF2025101358,R112,07-11-2025,55,41,18-11-2025,Chennai,1
BF2025101358,R169,09-11-2025,112,66,20-11-2025,Chennai,2
BF2025101358,R45,09-11-2025,16,9,04-12-2025,Chennai,1
BF2025101358,R116,15-11-2025,114,84,04-12-2025,Chennai,1
BF2025101358,R22,17-11-2025,26,14,27-11-2025,Chennai,1
BF2025101358,R193,12-11-2025,86,52,27-11-2025,Chennai,1
BF2025101358,R39,14-11-2025,94,73,24-11-2025,Chennai,2
BF2025101358,R19,23-11-2025,109,61,11-12-2025,Chennai,1
BF2025101360,R175,08-11-2025,891,475,23-11-2025,Pune,2
BF2025101360,R22,10-11-2025,1252,999,01-12-2025,Pune,2
BF2025101360,R159,09-11-2025,1339,991,03-12-2025,Pune,1
BF2025101360,R114,14-11-2025,1287,951,25-11-2025,Pune,2
BF2025101360,R109,11-11-2025,551,277,04-12-2025,Pune,1
BF2025101362,R13,14-11-2025,11,8,05-12-2025,Bangalore,1
BF2025101362,R78,16-11-2025,5,3,06-12-2025,Bangalore,2
BF2025101362,R82,19-11-2025,4,2,09-12-2025,Bangalore,2
BF2025101362,R98,20-11-2025,6,3,11-12-2025,Bangalore,1
BF2025101362,R130,23-11-2025,1,0,08-12-2025,Bangalore,2
BF2025101362,R24,20-11-2025,1,0,15-12-2025,Bangalore,2
BF2025101362,R87,21-11-2025,6,4,02-12-2025,Bangalore,2
BF2025101362,R114,21-11-2025,5,3,15-12-2025,Bangalore,1
BF2025101362,R164,30-11-2025,3,1,23-12-2025,Bangalore,1
BF2025101362,R77,23-11-2025,6,3,12-12-2025,Bangalore,1
BF2025101363,R104,10-11-2025,92,56,01-12-2025,Chennai,2
BF2025101363,R45,11-11-2025,17,9,30-11-2025,Chennai,1
BF2025101363,R90,13-11-2025,563,340,24-11-2025,Chennai,1
BF2025101363,R111,16-11-2025,577,344,05-12-2025,Chennai,2
BF2025101363,R183,14-11-2025,968,612,05-12-2025,Chennai,2
BF2025101363,R50,20-11-2025,319,194,08-12-2025,Chennai,2
BF2025101363,R40,21-11-2025,584,311,07-12-2025,Chennai,1
BF2025101363,R1,16-11-2025,476,373,06-12-2025,Chennai,1
BF2025101369,R113,06-11-2025,387,263,26-11-2025,Mumbai,2
BF2025101369,R112,08-11-2025,51,30,03-12-2025,Mumbai,2
BF2025101369,R132,10-11-2025,134,103,04-12-2025,Mumbai,2
BF2025101369,R79,08-11-2025,259,151,02-12-2025,Mumbai,1
BF2025101369,R85,09-11-2025,85,59,30-11-2025,Mumbai,1
BF2025101369,R125,10-11-2025,340,247,03-12-2025,Mumbai,1
BF2025101369,R73,12-11-2025,259,213,26-11-2025,Mumbai,2
BF2025101369,R146,12-11-2025,191,97,05-12-2025,Mumbai,1
BF2025101369,R67,14-11-2025,268,200,26-11-2025,Mumbai,2
BF2025101372,R192,19-10-2025,157,111,11-11-2025,Chennai,2
BF2025101372,R194,21-10-2025,101,63,12-11-2025,Chennai,2
BF2025101372,R93,22-10-2025,57,43,15-11-2025,Chennai,1
BF2025101372,R9,22-10-2025,56,32,11-11-2025,Chennai,2
BF2025101372,R24,26-10-2025,121,83,18-11-2025,Chennai,1
BF2025101372,R141,23-10-2025,107,88,04-11-2025,Chennai,1
BF2025101372,R10,25-10-2025,162,95,16-11-2025,Chennai,2
BF2025101372,R159,01-11-2025,57,41,24-11-2025,Chennai,1
BF2025101377,R116,11-10-2025,603,499,01-11-2025,Mumbai,1
BF2025101377,R5,13-10-2025,288,236,24-10-2025,Mumbai,1
BF2025101377,R8,16-10-2025,151,123,10-11-2025,Mumbai,2
BF2025101377,R199,14-10-2025,8,6,29-10-2025,Mumbai,1
BF2025101377,R185,15-10-2025,2,1,28-10-2025,Mumbai,1
BF2025101377,R130,17-10-2025,144,96,09-11-2025,Mumbai,2
BF2025101377,R35,18-10-2025,581,346,04-11-2025,Mumbai,2
BF2025101377,R133,25-10-2025,560,443,11-11-2025,Mumbai,1
BF2025101386,R151,28-10-2025,100,70,22-11-2025,Pune,1
BF2025101386,R179,30-10-2025,8,5,14-11-2025,Pune,2
BF2025101386,R119,30-10-2025,183,143,20-11-2025,Pune,1
BF2025101386,R109,31-10-2025,117,62,11-11-2025,Pune,1
BF2025101386,R81,06-11-2025,127,96,24-11-2025,Pune,2
BF2025101386,R198,08-11-2025,52,41,22-11-2025,Pune,2
BF2025101386,R181,04-11-2025,142,115,19-11-2025,Pune,2
BF2025101386,R54,04-11-2025,54,42,20-11-2025,Pune,1
BF2025101386,R11,06-11-2025,162,91,26-11-2025,Pune,2
BF2025101386,R30,06-11-2025,62,47,19-11-2025,Pune,1
BF2025101389,R192,07-11-2025,31,18,19-11-2025,Chennai,2
BF2025101389,R99,07-11-2025,619,362,01-12-2025,Chennai,1
BF2025101389,R95,09-11-2025,658,555,21-11-2025,Chennai,2
BF2025101389,R124,10-11-2025,537,319,21-11-2025,Chennai,2
BF2025101389,R112,15-11-2025,387,267,08-12-2025,Chennai,2
BF2025101389,R20,11-11-2025,74,40,02-12-2025,Chennai,1
BF2025101390,R109,25-10-2025,77,65,19-11-2025,Ahmedabad,2
BF2025101390,R139,26-10-2025,7,4,18-11-2025,Ahmedabad,1
BF2025101390,R112,28-10-2025,50,40,12-11-2025,Ahmedabad,1
BF2025101390,R191,28-10-2025,80,56,09-11-2025,Ahmedabad,2
BF2025101390,R115,28-10-2025,8,5,22-11-2025,Ahmedabad,1
BF2025101390,R70,29-10-2025,98,80,11-11-2025,Ahmedabad,1
BF2025101390,R48,06-11-2025,40,24,16-11-2025,Ahmedabad,2
BF2025101390,R66,08-11-2025,46,32,26-11-2025,Ahmedabad,2
BF2025101390,R84,10-11-2025,56,42,29-11-2025,Ahmedabad,2
BF2025101397,R131,02-11-2025,348,251,21-11-2025,Pune,2
BF2025101397,R166,03-11-2025,432,355,26-11-2025,Pune,1
BF2025101397,R1,06-11-2025,553,297,27-11-2025,Pune,2
BF2025101397,R2,05-11-2025,15,8,28-11-2025,Pune,2
BF2025101397,R98,10-11-2025,14,10,25-11-2025,Pune,2
BF2025101397,R159,12-11-2025,388,199,28-11-2025,Pune,2
BF2025101400,R155,06-11-2025,43,28,24-11-2025,Mumbai,2
BF2025101400,R87,07-11-2025,10,7,29-11-2025,Mumbai,1
BF2025101400,R24,10-11-2025,22,16,26-11-2025,Mumbai,2
BF2025101400,R126,08-11-2025,5,3,21-11-2025,Mumbai,1
BF2025101400,R190,10-11-2025,5,3,21-11-2025,Mumbai,2
BF2025101400,R43,10-11-2025,10,7,23-11-2025,Mumbai,1
BF2025101400,R195,11-11-2025,48,39,25-11-2025,Mumbai,1
BF2025101400,R83,20-11-2025,46,29,15-12-2025,Mumbai,2
BF2025101400,R35,13-11-2025,25,14,28-11-2025,Mumbai,1
BF2025101407,R121,23-10-2025,192,132,08-11-2025,Chennai,2
BF2025101407,R172,23-10-2025,263,199,17-11-2025,Chennai,1
BF2025101407,R188,24-10-2025,427,329,08-11-2025,Chennai,1
BF2025101407,R200,26-10-2025,510,300,20-11-2025,Chennai,2
BF2025101407,R23,27-10-2025,174,110,10-11-2025,Chennai,2
BF2025101410,R170,10-11-2025,153,90,20-11-2025,Ahmedabad,2
BF2025101410,R137,11-11-2025,305,204,26-11-2025,Ahmedabad,2
BF2025101410,R53,14-11-2025,260,191,28-11-2025,Ahmedabad,2
BF2025101410,R74,12-11-2025,44,30,22-11-2025,Ahmedabad,1
BF2025101410,R147,18-11-2025,272,158,13-12-2025,Ahmedabad,2
BF2025101410,R83,19-11-2025,183,111,14-12-2025,Ahmedabad,1
BF2025101410,R182,22-11-2025,275,182,06-12-2025,Ahmedabad,2
BF2025101410,R49,24-11-2025,159,119,09-12-2025,Ahmedabad,2
BF2025101410,R140,17-11-2025,15,8,07-12-2025,Ahmedabad,1
BF2025101411,R38,31-10-2025,1075,807,25-11-2025,Ahmedabad,2
BF2025101411,R70,01-11-2025,617,445,16-11-2025,Ahmedabad,2
BF2025101411,R59,01-11-2025,499,285,22-11-2025,Ahmedabad,1
BF2025101411,R198,05-11-2025,601,314,21-11-2025,Ahmedabad,1
BF2025101411,R178,07-11-2025,47,32,18-11-2025,Ahmedabad,1
BF2025101411,R100,04-11-2025,297,154,15-11-2025,Ahmedabad,1
BF2025101412,R139,06-11-2025,481,312,30-11-2025,Hyderabad,1
BF2025101412,R47,08-11-2025,463,239,19-11-2025,Hyderabad,1
BF2025101412,R102,11-11-2025,542,284,27-11-2025,Hyderabad,2
BF2025101412,R5,12-11-2025,150,104,24-11-2025,Hyderabad,1
BF2025101412,R77,10-11-2025,167,113,03-12-2025,Hyderabad,1
BF2025101412,R167,11-11-2025,143,109,26-11-2025,Hyderabad,1
BF2025101412,R136,18-11-2025,605,315,01-12-2025,Hyderabad,1
BF2025101412,R88,13-11-2025,581,389,07-12-2025,Hyderabad,1
BF2025101412,R194,14-11-2025,661,543,09-12-2025,Hyderabad,1
BF2025101412,R146,16-11-2025,405,342,27-11-2025,Hyderabad,2
BF2025101419,R74,19-10-2025,434,252,03-11-2025,Pune,1
BF2025101419,R103,21-10-2025,427,306,07-11-2025,Pune,1
BF2025101419,R9,22-10-2025,221,125,03-11-2025,Pune,2
BF2025101419,R10,22-10-2025,906,605,13-11-2025,Pune,1
BF2025101419,R199,28-10-2025,377,233,17-11-2025,Pune,2
BF2025101419,R148,25-10-2025,251,195,10-11-2025,Pune,2
BF2025101419,R184,31-10-2025,239,143,13-11-2025,Pune,1
BF2025101419,R140,02-11-2025,246,135,26-11-2025,Pune,1
BF2025101421,R95,18-10-2025,474,370,30-10-2025,Pune,1
BF2025101421,R168,21-10-2025,435,354,13-11-2025,Pune,2
BF2025101421,R186,23-10-2025,412,343,12-11-2025,Pune,2
BF2025101421,R67,25-10-2025,488,291,17-11-2025,Pune,2
BF2025101421,R104,22-10-2025,379,205,13-11-2025,Pune,1
BF2025101421,R102,28-10-2025,490,260,18-11-2025,Pune,1
BF2025101421,R3,24-10-2025,188,128,09-11-2025,Pune,1
BF2025101421,R148,25-10-2025,208,159,10-11-2025,Pune,1
BF2025101421,R111,03-11-2025,443,252,18-11-2025,Pune,1
BF2025101421,R66,27-10-2025,399,290,12-11-2025,Pune,1
BF2025101429,R178,25-10-2025,429,316,16-11-2025,Pune,2
BF2025101429,R83,26-10-2025,686,509,11-11-2025,Pune,2
BF2025101429,R117,28-10-2025,587,404,12-11-2025,Pune,1
BF2025101429,R142,30-10-2025,359,254,10-11-2025,Pune,1
BF2025101429,R97,28-10-2025,204,131,18-11-2025,Pune,1
BF2025101429,R169,30-10-2025,486,362,10-11-2025,Pune,2
BF2025101429,R68,05-11-2025,774,637,23-11-2025,Pune,1
BF2025101429,R138,01-11-2025,60,45,11-11-2025,Pune,2
BF2025101429,R32,02-11-2025,31,21,14-11-2025,Pune,2
BF2025101429,R7,12-11-2025,769,495,05-12-2025,Pune,2
BF2025111435,R107,20-12-2025,60,46,05-01-2026,Hyderabad,2
BF2025111435,R109,21-12-2025,101,73,31-12-2025,Hyderabad,2
BF2025111435,R197,22-12-2025,17,12,15-01-2026,Hyderabad,2
BF2025111435,R145,22-12-2025,17,12,07-01-2026,Hyderabad,1
BF2025111435,R183,28-12-2025,24,19,19-01-2026,Hyderabad,2
BF2025111435,R181,25-12-2025,61,48,18-01-2026,Hyderabad,2
BF2025111435,R150,25-12-2025,20,16,08-01-2026,Hyderabad,1
BF2025111435,R23,26-12-2025,87,60,18-01-2026,Hyderabad,1
BF2025111437,R21,25-11-2025,202,116,06-12-2025,Pune,1
BF2025111437,R132,27-11-2025,775,400,19-12-2025,Pune,1
BF2025111437,R80,29-11-2025,287,162,10-12-2025,Pune,1
BF2025111437,R75,02-12-2025,55,34,20-12-2025,Pune,2
BF2025111437,R180,29-11-2025,92,74,10-12-2025,Pune,1
BF2025111437,R98,05-12-2025,118,94,27-12-2025,Pune,1
BF2025111437,R116,02-12-2025,656,458,19-12-2025,Pune,2
BF2025111437,R94,10-12-2025,318,204,02-01-2026,Pune,2
BF2025111437,R62,11-12-2025,477,301,28-12-2025,Pune,1
BF2025111442,R125,05-12-2025,12,8,28-12-2025,Delhi,1
BF2025111442,R138,06-12-2025,118,94,28-12-2025,Delhi,1
BF2025111442,R182,10-12-2025,40,28,26-12-2025,Delhi,2
BF2025111442,R143,08-12-2025,90,67,28-12-2025,Delhi,1
BF2025111442,R198,13-12-2025,307,160,04-01-2026,Delhi,1
BF2025111451,R86,09-12-2025,72,40,01-01-2026,Mumbai,2
BF2025111451,R15,11-12-2025,132,71,26-12-2025,Mumbai,2
BF2025111451,R151,11-12-2025,33,19,05-01-2026,Mumbai,2
BF2025111451,R170,12-12-2025,222,163,05-01-2026,Mumbai,2
BF2025111451,R69,13-12-2025,131,105,25-12-2025,Mumbai,2
BF2025111451,R78,13-12-2025,87,51,29-12-2025,Mumbai,1
BF2025111451,R87,21-12-2025,162,111,31-12-2025,Mumbai,2
BF2025111457,R103,08-12-2025,311,177,27-12-2025,Ahmedabad,2
BF2025111457,R106,09-12-2025,677,514,27-12-2025,Ahmedabad,1
BF2025111457,R67,12-12-2025,37,29,23-12-2025,Ahmedabad,2
BF2025111457,R141,13-12-2025,695,464,23-12-2025,Ahmedabad,1
BF2025111457,R186,16-12-2025,357,196,06-01-2026,Ahmedabad,2
BF2025111457,R177,18-12-2025,302,159,28-12-2025,Ahmedabad,2
BF2025111457,R114,20-12-2025,802,629,05-01-2026,Ahmedabad,2
BF2025111459,R49,10-12-2025,176,116,21-12-2025,Mumbai,1
BF2025111459,R32,11-12-2025,177,89,04-01-2026,Mumbai,1
BF2025111459,R45,14-12-2025,158,112,29-12-2025,Mumbai,1
BF2025111459,R136,14-12-2025,137,76,04-01-2026,Mumbai,2
BF2025111459,R9,14-12-2025,18,12,02-01-2026,Mumbai,1
BF2025111472,R76,20-11-2025,165,121,09-12-2025,Pune,1
BF2025111472,R107,21-11-2025,48,27,16-12-2025,Pune,1
BF2025111472,R122,24-11-2025,105,56,04-12-2025,Pune,1
BF2025111472,R95,27-11-2025,98,66,18-12-2025,Pune,2
BF2025111472,R168,28-11-2025,72,60,21-12-2025,Pune,1
BF2025111472,R116,25-11-2025,90,68,07-12-2025,Pune,1
BF2025111472,R71,27-11-2025,274,163,13-12-2025,Pune,2
BF2025111472,R163,28-11-2025,21,10,08-12-2025,Pune,2
BF2025111472,R32,06-12-2025,40,28,18-12-2025,Pune,1
BF2025111473,R155,04-12-2025,450,348,20-12-2025,Bangalore,2
BF2025111473,R199,05-12-2025,369,299,22-12-2025,Bangalore,1
BF2025111473,R126,08-12-2025,7,4,24-12-2025,Bangalore,2
BF2025111473,R197,09-12-2025,120,74,21-12-2025,Bangalore,1
BF2025111473,R85,11-12-2025,259,196,03-01-2026,Bangalore,1
BF2025111474,R197,11-11-2025,140,118,23-11-2025,Bangalore,1
BF2025111474,R145,12-11-2025,343,245,24-11-2025,Bangalore,1
BF2025111474,R189,16-11-2025,493,308,06-12-2025,Bangalore,2
BF2025111474,R166,15-11-2025,627,402,09-12-2025,Bangalore,2
BF2025111474,R114,20-11-2025,713,494,11-12-2025,Bangalore,2
BF2025111474,R193,16-11-2025,505,329,07-12-2025,Bangalore,1
BF2025111476,R121,28-11-2025,42,33,09-12-2025,Pune,2
BF2025111476,R137,29-11-2025,168,85,15-12-2025,Pune,2
BF2025111476,R103,01-12-2025,162,88,11-12-2025,Pune,1
BF2025111476,R70,04-12-2025,136,79,14-12-2025,Pune,2
BF2025111476,R149,06-12-2025,69,36,20-12-2025,Pune,2
BF2025111476,R29,03-12-2025,171,111,24-12-2025,Pune,2
BF2025111486,R85,10-12-2025,102,85,24-12-2025,Delhi,1
BF2025111486,R129,11-12-2025,18,9,05-01-2026,Delhi,1
BF2025111486,R158,14-12-2025,157,79,30-12-2025,Delhi,1
BF2025111486,R149,16-12-2025,269,147,03-01-2026,Delhi,1
BF2025111486,R193,14-12-2025,167,136,26-12-2025,Delhi,1
BF2025111486,R48,21-12-2025,247,125,07-01-2026,Delhi,2
BF2025111486,R91,17-12-2025,303,235,06-01-2026,Delhi,2
BF2025111492,R112,25-11-2025,1156,791,17-12-2025,Delhi,2
BF2025111492,R136,27-11-2025,422,339,18-12-2025,Delhi,2
BF2025111492,R97,28-11-2025,1241,929,21-12-2025,Delhi,1
BF2025111492,R13,01-12-2025,209,143,21-12-2025,Delhi,2
BF2025111492,R41,29-11-2025,117,93,11-12-2025,Delhi,2
BF2025111492,R9,30-11-2025,451,269,16-12-2025,Delhi,2
BF2025111495,R67,27-11-2025,8,5,14-12-2025,Pune,1
BF2025111495,R29,30-11-2025,27,21,19-12-2025,Pune,2
BF2025111495,R25,30-11-2025,267,162,21-12-2025,Pune,2
BF2025111495,R8,04-12-2025,296,153,19-12-2025,Pune,2
BF2025111495,R191,06-12-2025,216,130,19-12-2025,Pune,2
BF2025111495,R24,08-12-2025,109,57,24-12-2025,Pune,2
BF2025111495,R193,04-12-2025,164,120,18-12-2025,Pune,2
BF2025111495,R69,04-12-2025,314,265,25-12-2025,Pune,1
BF2025111495,R82,05-12-2025,188,128,30-12-2025,Pune,1
BF2025111503,R121,22-11-2025,40,30,04-12-2025,Hyderabad,1
BF2025111503,R118,24-11-2025,11,8,08-12-2025,Hyderabad,1
BF2025111503,R94,24-11-2025,213,131,10-12-2025,Hyderabad,1
BF2025111503,R65,28-11-2025,332,257,12-12-2025,Hyderabad,1
BF2025111503,R69,30-11-2025,125,77,16-12-2025,Hyderabad,1
BF2025111503,R187,03-12-2025,133,94,26-12-2025,Hyderabad,2
BF2025111504,R145,14-11-2025,217,176,25-11-2025,Bangalore,1
BF2025111504,R188,16-11-2025,811,555,09-12-2025,Bangalore,2
BF2025111504,R153,19-11-2025,995,535,30-11-2025,Bangalore,2
BF2025111504,R46,17-11-2025,833,702,05-12-2025,Bangalore,1
BF2025111504,R21,19-11-2025,1506,1201,10-12-2025,Bangalore,2
BF2025111530,R57,05-12-2025,42,27,20-12-2025,Kolkata,1
BF2025111530,R5,08-12-2025,124,63,27-12-2025,Kolkata,2
BF2025111530,R25,08-12-2025,185,114,23-12-2025,Kolkata,2
BF2025111530,R11,11-12-2025,124,103,28-12-2025,Kolkata,1
BF2025111530,R194,13-12-2025,112,78,05-01-2026,Kolkata,1
BF2025111545,R158,19-11-2025,177,143,06-12-2025,Delhi,2
BF2025111545,R87,21-11-2025,147,98,10-12-2025,Delhi,2
BF2025111545,R60,21-11-2025,137,114,01-12-2025,Delhi,2
BF2025111545,R177,24-11-2025,124,81,12-12-2025,Delhi,1
BF2025111545,R104,22-11-2025,22,17,02-12-2025,Delhi,1
BF2025111545,R68,28-11-2025,162,109,13-12-2025,Delhi,1
BF2025111545,R189,01-12-2025,63,35,26-12-2025,Delhi,2
BF2025111545,R39,02-12-2025,190,137,24-12-2025,Delhi,1
BF2025111562,R120,07-12-2025,197,153,22-12-2025,Mumbai,2
BF2025111562,R156,08-12-2025,387,328,19-12-2025,Mumbai,2
BF2025111562,R183,09-12-2025,460,263,20-12-2025,Mumbai,2
BF2025111562,R28,09-12-2025,245,170,02-01-2026,Mumbai,1
BF2025111562,R123,15-12-2025,364,189,03-01-2026,Mumbai,2
BF2025111562,R136,12-12-2025,324,222,02-01-2026,Mumbai,2
BF2025111562,R58,18-12-2025,415,266,12-01-2026,Mumbai,1
BF2025111562,R113,21-12-2025,105,53,06-01-2026,Mumbai,2
BF2025111562,R79,23-12-2025,204,144,16-01-2026,Mumbai,2
BF2025121573,R4,13-12-2025,188,98,31-12-2025,Hyderabad,2
BF2025121573,R106,15-12-2025,337,197,09-01-2026,Hyderabad,2
BF2025121573,R168,16-12-2025,74,41,26-12-2025,Hyderabad,1
BF2025121573,R2,19-12-2025,6,4,03-01-2026,Hyderabad,2
BF2025121573,R25,20-12-2025,279,149,10-01-2026,Hyderabad,1
BF2025121573,R88,23-12-2025,191,138,10-01-2026,Hyderabad,2
BF2025121573,R74,19-12-2025,341,177,13-01-2026,Hyderabad,2
BF2025121573,R174,20-12-2025,204,142,01-01-2026,Hyderabad,2
BF2025121573,R132,29-12-2025,198,142,09-01-2026,Hyderabad,2
BF2025121573,R41,30-12-2025,204,103,22-01-2026,Hyderabad,1
BF2025121586,R47,03-01-2026,122,87,26-01-2026,Chennai,1
BF2025121586,R8,06-01-2026,88,47,16-01-2026,Chennai,2
BF2025121586,R27,05-01-2026,82,44,17-01-2026,Chennai,1
BF2025121586,R181,07-01-2026,53,36,22-01-2026,Chennai,2
BF2025121586,R80,08-01-2026,98,79,29-01-2026,Chennai,2
BF2025121586,R45,09-01-2026,152,128,29-01-2026,Chennai,2
BF2025121586,R149,09-01-2026,134,75,19-01-2026,Chennai,1
BF2025121589,R7,31-12-2025,50,31,20-01-2026,Chennai,2
BF2025121589,R94,01-01-2026,238,140,21-01-2026,Chennai,2
BF2025121589,R71,01-01-2026,187,147,21-01-2026,Chennai,1
BF2025121589,R91,06-01-2026,79,65,25-01-2026,Chennai,2
BF2025121589,R111,04-01-2026,37,22,23-01-2026,Chennai,2
BF2025121589,R140,05-01-2026,164,134,25-01-2026,Chennai,2
BF2025121589,R25,12-01-2026,200,120,24-01-2026,Chennai,2
BF2025121593,R31,05-01-2026,931,770,16-01-2026,Hyderabad,1
BF2025121593,R141,08-01-2026,917,534,29-01-2026,Hyderabad,2
BF2025121593,R85,09-01-2026,1682,871,28-01-2026,Hyderabad,1
BF2025121593,R117,09-01-2026,176,91,01-02-2026,Hyderabad,2
BF2025121593,R173,10-01-2026,1872,1037,01-02-2026,Hyderabad,2
BF2025121595,R152,10-01-2026,176,105,30-01-2026,Hyderabad,2
BF2025121595,R144,10-01-2026,245,157,30-01-2026,Hyderabad,1
BF2025121595,R46,13-01-2026,50,28,03-02-2026,Hyderabad,1
BF2025121595,R26,16-01-2026,215,169,10-02-2026,Hyderabad,2
BF2025121595,R166,13-01-2026,3,2,24-01-2026,Hyderabad,1
BF2025121595,R198,14-01-2026,202,149,01-02-2026,Hyderabad,1
BF2025121595,R10,16-01-2026,227,137,28-01-2026,Hyderabad,2
BF2025121595,R78,16-01-2026,214,160,30-01-2026,Hyderabad,1
BF2025121595,R182,26-01-2026,116,81,15-02-2026,Hyderabad,2
BF2025121595,R29,28-01-2026,79,48,22-02-2026,Hyderabad,2
BF2025121596,R162,08-01-2026,215,124,22-01-2026,Chennai,1
BF2025121596,R173,10-01-2026,191,126,28-01-2026,Chennai,2
BF2025121596,R189,13-01-2026,171,85,29-01-2026,Chennai,2
BF2025121596,R10,15-01-2026,71,55,04-02-2026,Chennai,2
BF2025121596,R33,13-01-2026,108,71,04-02-2026,Chennai,2
BF2025121596,R38,18-01-2026,127,65,31-01-2026,Chennai,1
BF2025121596,R4,21-01-2026,115,78,01-02-2026,Chennai,2
BF2025121597,R44,22-12-2025,1657,892,04-01-2026,Chennai,2
BF2025121597,R138,24-12-2025,340,249,04-01-2026,Chennai,2
BF2025121597,R83,23-12-2025,167,95,03-01-2026,Chennai,1
BF2025121597,R61,24-12-2025,287,182,03-01-2026,Chennai,1
BF2025121597,R150,29-12-2025,67,53,16-01-2026,Chennai,1
BF2025121602,R153,21-12-2025,221,162,09-01-2026,Delhi,2
BF2025121602,R60,22-12-2025,203,161,04-01-2026,Delhi,1
BF2025121602,R139,22-12-2025,264,177,16-01-2026,Delhi,1
BF2025121602,R23,27-12-2025,264,177,15-01-2026,Delhi,2
BF2025121602,R175,29-12-2025,326,205,10-01-2026,Delhi,2
BF2025121602,R64,25-12-2025,208,118,04-01-2026,Delhi,1
BF2025121602,R98,02-01-2026,38,23,27-01-2026,Delhi,2
BF2025121602,R15,04-01-2026,33,16,29-01-2026,Delhi,2
BF2025121605,R141,02-01-2026,150,104,20-01-2026,Ahmedabad,1
BF2025121605,R177,03-01-2026,168,110,18-01-2026,Ahmedabad,1
BF2025121605,R21,07-01-2026,385,223,23-01-2026,Ahmedabad,2
BF2025121605,R156,09-01-2026,317,206,02-02-2026,Ahmedabad,2
BF2025121605,R10,10-01-2026,15,10,21-01-2026,Ahmedabad,1
BF2025121605,R133,12-01-2026,102,60,23-01-2026,Ahmedabad,1
BF2025121605,R178,08-01-2026,24,15,27-01-2026,Ahmedabad,1
BF2025121605,R23,17-01-2026,77,53,05-02-2026,Ahmedabad,2
BF2025121605,R85,11-01-2026,366,221,28-01-2026,Ahmedabad,2
BF2025121605,R199,12-01-2026,120,90,05-02-2026,Ahmedabad,2
BF2025121615,R51,15-12-2025,728,432,03-01-2026,Delhi,1
BF2025121615,R73,17-12-2025,720,497,30-12-2025,Delhi,2
BF2025121615,R5,17-12-2025,439,261,07-01-2026,Delhi,1
BF2025121615,R153,22-12-2025,761,642,13-01-2026,Delhi,2
BF2025121615,R69,23-12-2025,930,473,03-01-2026,Delhi,1
BF2025121621,R83,11-12-2025,357,277,27-12-2025,Bangalore,1
BF2025121621,R54,12-12-2025,58,29,01-01-2026,Bangalore,1
BF2025121621,R51,15-12-2025,623,393,05-01-2026,Bangalore,1
BF2025121621,R145,15-12-2025,378,299,02-01-2026,Bangalore,2
BF2025121621,R89,16-12-2025,680,496,01-01-2026,Bangalore,2
BF2025121621,R111,17-12-2025,543,455,30-12-2025,Bangalore,2
BF2025121621,R134,17-12-2025,309,236,01-01-2026,Bangalore,1
BF2025121621,R48,26-12-2025,510,417,16-01-2026,Bangalore,2
BF2025121621,R59,28-12-2025,285,194,14-01-2026,Bangalore,2
BF2025121624,R109,02-01-2026,272,188,22-01-2026,Hyderabad,1
BF2025121624,R101,04-01-2026,126,82,24-01-2026,Hyderabad,2
BF2025121624,R78,06-01-2026,380,257,22-01-2026,Hyderabad,1
BF2025121624,R155,08-01-2026,53,33,02-02-2026,Hyderabad,1
