Batch_ID,FD_Product_Category,FD_Dealer_Name,FD_Dispatch_Quantity,FD_Unit,FD_Factory_Dispatch_Date,FD_City,FD_Transit
BF2025040529,Oil,Dealer28,8,packages,21-04-2025,Chennai,10
BF2025040529,Oil,Dealer4,700,packages,18-04-2025,Pune,7
BF2025040529,Oil,Dealer23,3610,packages,19-04-2025,Chennai,8
BF2025040529,Oil,Dealer14,4563,packages,30-04-2025,Pune,19
BF2025040530,Oil,Dealer22,4435,packages,24-04-2025,Pune,2
BF2025040530,Oil,Dealer13,1805,packages,26-04-2025,Mumbai,4
BF2025040530,Oil,Dealer5,45,packages,28-04-2025,Chennai,6
BF2025040530,Oil,Dealer7,3370,packages,30-04-2025,Delhi,8
BF2025040531,Rice,Dealer24,1534,packages,28-04-2025,Delhi,4
BF2025040531,Rice,Dealer21,4058,packages,29-04-2025,Kolkata,5
BF2025040531,Rice,Dealer26,1572,packages,2/5/2025,Chennai,8
BF2025040531,Rice,Dealer4,2155,packages,7/5/2025,Chennai,13
BF2025040531,Rice,Dealer28,1142,packages,6/5/2025,Ahmedabad,12
BF2025040532,Rice,Dealer14,526,packages,5/4/2025,Delhi,2
BF2025040532,Rice,Dealer2,2579,packages,7/4/2025,Bangalore,4
BF2025040532,Rice,Dealer9,2752,packages,7/4/2025,Kolkata,4
BF2025040532,Rice,Dealer1,2470,packages,8/4/2025,Ahmedabad,5
BF2025040532,Rice,Dealer30,1731,packages,17-04-2025,Mumbai,14
BF2025040532,Rice,Dealer15,673,packages,20-04-2025,Ahmedabad,17
BF2025040533,Rice,Dealer10,1596,packages,12/4/2025,Chennai,2
BF2025040533,Rice,Dealer21,1548,packages,15-04-2025,Ahmedabad,5
BF2025040533,Rice,Dealer8,1777,packages,16-04-2025,Chennai,6
BF2025040533,Rice,Dealer15,497,packages,21-04-2025,Delhi,11
BF2025040533,Rice,Dealer7,886,packages,16-04-2025,Bangalore,6
BF2025040533,Rice,Dealer23,808,packages,27-04-2025,Hyderabad,17
BF2025040534,Rice,Dealer23,2744,packages,22-04-2025,Delhi,2
BF2025040534,Rice,Dealer4,74,packages,25-04-2025,Ahmedabad,5
BF2025040534,Rice,Dealer9,2082,packages,28-04-2025,Pune,8
BF2025040534,Rice,Dealer22,3249,packages,25-04-2025,Pune,5
BF2025040534,Rice,Dealer17,885,packages,30-04-2025,Kolkata,10
BF2025040534,Rice,Dealer10,1038,packages,7/5/2025,Hyderabad,17
BF2025040535,Rice,Dealer16,4424,packages,21-04-2025,Chennai,3
BF2025040535,Rice,Dealer7,4352,packages,24-04-2025,Kolkata,6
BF2025040535,Rice,Dealer6,2564,packages,27-04-2025,Hyderabad,9
BF2025040535,Rice,Dealer4,4202,packages,24-04-2025,Kolkata,6
BF2025040536,Rice,Dealer20,3720,packages,30-04-2025,Chennai,4
BF2025040536,Rice,Dealer7,1901,packages,2/5/2025,Pune,6
BF2025040536,Rice,Dealer8,2629,packages,2/5/2025,Ahmedabad,6
BF2025040536,Rice,Dealer11,1794,packages,6/5/2025,Mumbai,10
BF2025040536,Rice,Dealer2,7549,packages,4/5/2025,Ahmedabad,8
BF2025040536,Rice,Dealer27,129,packages,15-05-2025,Delhi,19
BF2025040536,Rice,Dealer12,601,packages,6/5/2025,Chennai,10
BF2025040537,Flour,Dealer12,3717,packages,24-04-2025,Hyderabad,2
BF2025040537,Flour,Dealer4,1655,packages,25-04-2025,Mumbai,3
BF2025040537,Flour,Dealer2,4011,packages,26-04-2025,Bangalore,4
BF2025040537,Flour,Dealer9,2601,packages,3/5/2025,Chennai,11
BF2025040537,Flour,Dealer1,3600,packages,28-04-2025,Ahmedabad,6
BF2025040538,Flour,Dealer18,34,packages,24-04-2025,Chennai,2
BF2025040538,Flour,Dealer6,4277,packages,27-04-2025,Bangalore,5
BF2025040538,Flour,Dealer22,4150,packages,26-04-2025,Kolkata,4
BF2025040538,Flour,Dealer25,1099,packages,3/5/2025,Hyderabad,11
BF2025040538,Flour,Dealer23,2091,packages,2/5/2025,Ahmedabad,10
BF2025040538,Flour,Dealer24,1680,packages,9/5/2025,Delhi,17
BF2025040539,Flour,Dealer24,375,packages,16-04-2025,Delhi,4
BF2025040539,Flour,Dealer4,4813,packages,17-04-2025,Chennai,5
BF2025040539,Flour,Dealer21,3008,packages,18-04-2025,Delhi,6
BF2025040539,Flour,Dealer19,2744,packages,22-04-2025,Ahmedabad,10
BF2025040540,Flour,Dealer22,838,packages,14-04-2025,Kolkata,4
BF2025040540,Flour,Dealer15,732,packages,15-04-2025,Mumbai,5
BF2025040540,Flour,Dealer8,5670,packages,16-04-2025,Ahmedabad,6
BF2025040540,Flour,Dealer20,1269,packages,20-04-2025,Pune,10
BF2025040541,Flour,Dealer12,4351,packages,14-04-2025,Kolkata,3
BF2025040541,Flour,Dealer2,2168,packages,15-04-2025,Delhi,4
BF2025040541,Flour,Dealer18,437,packages,18-04-2025,Hyderabad,7
BF2025040541,Flour,Dealer6,812,packages,20-04-2025,Delhi,9
BF2025040541,Flour,Dealer22,377,packages,26-04-2025,Chennai,15
BF2025040542,Biscuit,Dealer14,501,packages,9/4/2025,Mumbai,4
BF2025040542,Biscuit,Dealer6,955,packages,12/4/2025,Mumbai,7
BF2025040542,Biscuit,Dealer20,1459,packages,15-04-2025,Delhi,10
BF2025040542,Biscuit,Dealer27,1258,packages,12/4/2025,Chennai,7
BF2025040542,Biscuit,Dealer26,1317,packages,21-04-2025,Mumbai,16
BF2025040542,Biscuit,Dealer15,309,packages,24-04-2025,Ahmedabad,19
BF2025040542,Biscuit,Dealer9,465,packages,21-04-2025,Delhi,16
BF2025040543,Biscuit,Dealer17,1741,packages,14-04-2025,Mumbai,4
BF2025040543,Biscuit,Dealer6,948,packages,15-04-2025,Mumbai,5
BF2025040543,Biscuit,Dealer18,6813,packages,18-04-2025,Mumbai,8
BF2025040543,Biscuit,Dealer29,3815,packages,20-04-2025,Bangalore,10
BF2025040544,Biscuit,Dealer18,2554,packages,27-04-2025,Ahmedabad,2
BF2025040544,Biscuit,Dealer5,4358,packages,28-04-2025,Kolkata,3
BF2025040544,Biscuit,Dealer27,726,packages,3/5/2025,Mumbai,8
BF2025040544,Biscuit,Dealer6,4109,packages,6/5/2025,Hyderabad,11
BF2025040544,Biscuit,Dealer2,3634,packages,5/5/2025,Delhi,10
BF2025040544,Biscuit,Dealer14,464,packages,12/5/2025,Bangalore,17
BF2025040545,Biscuit,Dealer1,3476,packages,15-04-2025,Mumbai,4
BF2025040545,Biscuit,Dealer2,3094,packages,16-04-2025,Chennai,5
BF2025040545,Biscuit,Dealer25,3865,packages,19-04-2025,Mumbai,8
BF2025040545,Biscuit,Dealer30,3238,packages,21-04-2025,Hyderabad,10
BF2025040545,Biscuit,Dealer28,374,packages,19-04-2025,Pune,8
BF2025040545,Biscuit,Dealer27,738,packages,30-04-2025,Delhi,19
BF2025040546,Biscuit,Dealer11,1568,packages,17-04-2025,Ahmedabad,4
BF2025040546,Biscuit,Dealer13,1825,packages,19-04-2025,Ahmedabad,6
BF2025040546,Biscuit,Dealer22,632,packages,23-04-2025,Mumbai,10
BF2025040546,Biscuit,Dealer4,206,packages,20-04-2025,Delhi,7
BF2025040546,Biscuit,Dealer26,1971,packages,25-04-2025,Pune,12
BF2025040546,Biscuit,Dealer17,1456,packages,27-04-2025,Kolkata,14
BF2025040547,Toothpaste,Dealer2,243,packages,30-04-2025,Delhi,3
BF2025040547,Toothpaste,Dealer17,3251,packages,2/5/2025,Kolkata,5
BF2025040547,Toothpaste,Dealer14,4350,packages,6/5/2025,Mumbai,9
BF2025040547,Toothpaste,Dealer15,1855,packages,3/5/2025,Kolkata,6
BF2025040547,Toothpaste,Dealer1,3126,packages,4/5/2025,Bangalore,7
BF2025040547,Toothpaste,Dealer30,435,packages,15-05-2025,Chennai,18
BF2025040547,Toothpaste,Dealer20,3555,packages,12/5/2025,Hyderabad,15
BF2025040548,Toothpaste,Dealer12,4807,packages,19-04-2025,Pune,4
BF2025040548,Toothpaste,Dealer10,2297,packages,21-04-2025,Chennai,6
BF2025040548,Toothpaste,Dealer27,256,packages,21-04-2025,Kolkata,6
BF2025040548,Toothpaste,Dealer6,4371,packages,28-04-2025,Ahmedabad,13
BF2025040549,Toothpaste,Dealer26,3523,packages,14-04-2025,Bangalore,2
BF2025040549,Toothpaste,Dealer1,3162,packages,17-04-2025,Mumbai,5
BF2025040549,Toothpaste,Dealer25,1942,packages,20-04-2025,Pune,8
BF2025040549,Toothpaste,Dealer20,464,packages,20-04-2025,Bangalore,8
BF2025040549,Toothpaste,Dealer28,224,packages,26-04-2025,Delhi,14
BF2025040549,Toothpaste,Dealer21,2962,packages,29-04-2025,Ahmedabad,17
BF2025040550,Toothpaste,Dealer29,3823,packages,23-04-2025,Delhi,3
BF2025040550,Toothpaste,Dealer8,463,packages,26-04-2025,Bangalore,6
BF2025040550,Toothpaste,Dealer17,1936,packages,27-04-2025,Bangalore,7
BF2025040550,Toothpaste,Dealer7,1119,packages,26-04-2025,Pune,6
BF2025040550,Toothpaste,Dealer13,473,packages,27-04-2025,Kolkata,7
BF2025040550,Toothpaste,Dealer23,5037,packages,8/5/2025,Delhi,18
BF2025040550,Toothpaste,Dealer27,4476,packages,5/5/2025,Kolkata,15
BF2025040551,Toothpaste,Dealer4,1654,packages,26-04-2025,Hyderabad,2
BF2025040551,Toothpaste,Dealer10,145,packages,28-04-2025,Pune,4
BF2025040551,Toothpaste,Dealer25,1395,packages,28-04-2025,Kolkata,4
BF2025040551,Toothpaste,Dealer9,3381,packages,29-04-2025,Hyderabad,5
BF2025040551,Toothpaste,Dealer3,2258,packages,4/5/2025,Delhi,10
BF2025040552,Soap,Dealer7,2198,packages,12/4/2025,Pune,4
BF2025040552,Soap,Dealer28,1437,packages,13-04-2025,Mumbai,5
BF2025040552,Soap,Dealer24,3700,packages,16-04-2025,Chennai,8
BF2025040552,Soap,Dealer1,4032,packages,21-04-2025,Delhi,13
BF2025040552,Soap,Dealer22,2396,packages,20-04-2025,Hyderabad,12
BF2025040552,Soap,Dealer3,4485,packages,27-04-2025,Delhi,19
BF2025040553,Soap,Dealer20,251,packages,29-04-2025,Bangalore,3
BF2025040553,Soap,Dealer27,4536,packages,2/5/2025,Hyderabad,6
BF2025040553,Soap,Dealer23,379,packages,5/5/2025,Mumbai,9
BF2025040553,Soap,Dealer2,5634,packages,5/5/2025,Chennai,9
BF2025040553,Soap,Dealer22,1577,packages,3/5/2025,Mumbai,7
BF2025040553,Soap,Dealer28,6053,packages,4/5/2025,Mumbai,8
BF2025040553,Soap,Dealer11,1380,packages,17-05-2025,Ahmedabad,21
BF2025040554,Soap,Dealer24,3305,packages,29-04-2025,Kolkata,2
BF2025040554,Soap,Dealer29,815,packages,30-04-2025,Mumbai,3
BF2025040554,Soap,Dealer26,309,packages,1/5/2025,Ahmedabad,4
BF2025040554,Soap,Dealer4,2297,packages,5/5/2025,Kolkata,8
BF2025040554,Soap,Dealer18,1666,packages,3/5/2025,Ahmedabad,6
BF2025040554,Soap,Dealer2,455,packages,14-05-2025,Kolkata,17
BF2025040554,Soap,Dealer20,2179,packages,17-05-2025,Pune,20
BF2025040555,Soap,Dealer30,192,packages,25-04-2025,Delhi,3
BF2025040555,Soap,Dealer6,5793,packages,28-04-2025,Pune,6
BF2025040555,Soap,Dealer7,4188,packages,27-04-2025,Kolkata,5
BF2025040555,Soap,Dealer27,2391,packages,1/5/2025,Ahmedabad,9
BF2025040556,Soap,Dealer9,3407,packages,27-04-2025,Bangalore,2
BF2025040556,Soap,Dealer24,3436,packages,30-04-2025,Mumbai,5
BF2025040556,Soap,Dealer10,3307,packages,29-04-2025,Bangalore,4
BF2025040556,Soap,Dealer27,2549,packages,30-04-2025,Bangalore,5
BF2025040556,Soap,Dealer20,1468,packages,1/5/2025,Chennai,6
BF2025040556,Soap,Dealer4,2285,packages,7/5/2025,Ahmedabad,12
BF2025040556,Soap,Dealer29,1296,packages,9/5/2025,Pune,14
BF2025040557,Soap,Dealer25,1944,packages,16-04-2025,Hyderabad,3
BF2025040557,Soap,Dealer14,2528,packages,18-04-2025,Kolkata,5
BF2025040557,Soap,Dealer7,1628,packages,18-04-2025,Mumbai,5
BF2025040557,Soap,Dealer6,1358,packages,22-04-2025,Pune,9
BF2025040557,Soap,Dealer27,197,packages,28-04-2025,Bangalore,15
BF2025040558,Soap,Dealer17,4903,packages,30-04-2025,Kolkata,3
BF2025040558,Soap,Dealer18,3725,packages,3/5/2025,Pune,6
BF2025040558,Soap,Dealer14,4596,packages,6/5/2025,Mumbai,9
BF2025040558,Soap,Dealer24,1994,packages,3/5/2025,Delhi,6
BF2025040558,Soap,Dealer2,2909,packages,8/5/2025,Pune,11
BF2025040559,Soap,Dealer7,7589,packages,22-04-2025,Delhi,2
BF2025040559,Soap,Dealer28,3097,packages,25-04-2025,Ahmedabad,5
BF2025040559,Soap,Dealer2,3410,packages,24-04-2025,Hyderabad,4
BF2025040559,Soap,Dealer17,5207,packages,1/5/2025,Chennai,11
BF2025040560,Oil,Dealer6,6724,packages,4/4/2025,Mumbai,2
BF2025040560,Oil,Dealer25,2664,packages,6/4/2025,Ahmedabad,4
BF2025040560,Oil,Dealer7,6121,packages,8/4/2025,Delhi,6
BF2025040560,Oil,Dealer9,3812,packages,13-04-2025,Chennai,11
BF2025040561,Oil,Dealer10,6304,packages,15-04-2025,Delhi,3
BF2025040561,Oil,Dealer24,34,packages,17-04-2025,Pune,5
BF2025040561,Oil,Dealer2,3710,packages,17-04-2025,Chennai,5
BF2025040561,Oil,Dealer4,3145,packages,24-04-2025,Hyderabad,12
BF2025040561,Oil,Dealer8,1364,packages,27-04-2025,Mumbai,15
BF2025040561,Oil,Dealer30,2098,packages,20-04-2025,Mumbai,8
BF2025040562,Oil,Dealer15,1632,packages,30-04-2025,Ahmedabad,2
BF2025040562,Oil,Dealer23,3191,packages,2/5/2025,Delhi,4
BF2025040562,Oil,Dealer29,1866,packages,4/5/2025,Kolkata,6
BF2025040562,Oil,Dealer1,208,packages,9/5/2025,Kolkata,11
BF2025040562,Oil,Dealer20,929,packages,12/5/2025,Bangalore,14
BF2025040562,Oil,Dealer2,1844,packages,15-05-2025,Ahmedabad,17
BF2025040563,Oil,Dealer29,2267,packages,5/4/2025,Hyderabad,2
BF2025040563,Oil,Dealer17,1549,packages,8/4/2025,Mumbai,5
BF2025040563,Oil,Dealer10,1625,packages,9/4/2025,Pune,6
BF2025040563,Oil,Dealer5,4028,packages,14-04-2025,Bangalore,11
BF2025040564,Oil,Dealer6,4836,packages,18-04-2025,Pune,3
BF2025040564,Oil,Dealer29,5076,packages,20-04-2025,Pune,5
BF2025040564,Oil,Dealer7,1824,packages,24-04-2025,Ahmedabad,9
BF2025040564,Oil,Dealer4,875,packages,21-04-2025,Kolkata,6
BF2025040564,Oil,Dealer27,6004,packages,30-04-2025,Mumbai,15
BF2025040565,Oil,Dealer25,1198,packages,17-04-2025,Chennai,3
BF2025040565,Oil,Dealer14,3111,packages,20-04-2025,Delhi,6
BF2025040565,Oil,Dealer1,5510,packages,23-04-2025,Pune,9
BF2025040565,Oil,Dealer21,1263,packages,23-04-2025,Pune,9
BF2025040565,Oil,Dealer15,3361,packages,25-04-2025,Kolkata,11
BF2025040565,Oil,Dealer6,1804,packages,2/5/2025,Mumbai,18
BF2025040565,Oil,Dealer24,3670,packages,23-04-2025,Kolkata,9
BF2025050566,Biscuit,Dealer1,3704,packages,30-05-2025,Kolkata,3
BF2025050566,Biscuit,Dealer18,2248,packages,1/6/2025,Kolkata,5
BF2025050566,Biscuit,Dealer26,4241,packages,5/6/2025,Mumbai,9
BF2025050566,Biscuit,Dealer28,2721,packages,2/6/2025,Pune,6
BF2025050566,Biscuit,Dealer5,1667,packages,11/6/2025,Ahmedabad,15
BF2025050566,Biscuit,Dealer13,4912,packages,9/6/2025,Mumbai,13
BF2025050567,Biscuit,Dealer25,2457,packages,15-05-2025,Delhi,3
BF2025050567,Biscuit,Dealer7,4211,packages,16-05-2025,Bangalore,4
BF2025050567,Biscuit,Dealer26,3223,packages,21-05-2025,Bangalore,9
BF2025050567,Biscuit,Dealer17,1082,packages,24-05-2025,Pune,12
BF2025050567,Biscuit,Dealer11,824,packages,19-05-2025,Delhi,7
BF2025050568,Biscuit,Dealer25,1816,packages,4/5/2025,Mumbai,2
BF2025050568,Biscuit,Dealer8,2739,packages,7/5/2025,Chennai,5
BF2025050568,Biscuit,Dealer1,1175,packages,10/5/2025,Hyderabad,8
BF2025050568,Biscuit,Dealer28,3015,packages,7/5/2025,Pune,5
BF2025050568,Biscuit,Dealer22,352,packages,8/5/2025,Kolkata,6
BF2025050568,Biscuit,Dealer17,2958,packages,19-05-2025,Pune,17
BF2025050568,Biscuit,Dealer14,1169,packages,22-05-2025,Bangalore,20
BF2025050569,Biscuit,Dealer10,4040,packages,16-05-2025,Chennai,4
BF2025050569,Biscuit,Dealer21,1512,packages,19-05-2025,Ahmedabad,7
BF2025050569,Biscuit,Dealer20,2133,packages,22-05-2025,Kolkata,10
BF2025050569,Biscuit,Dealer3,3641,packages,25-05-2025,Delhi,13
BF2025050570,Biscuit,Dealer24,1968,packages,6/5/2025,Delhi,3
BF2025050570,Biscuit,Dealer12,118,packages,7/5/2025,Ahmedabad,4
BF2025050570,Biscuit,Dealer8,3481,packages,8/5/2025,Kolkata,5
BF2025050570,Biscuit,Dealer21,3111,packages,12/5/2025,Delhi,9
BF2025050571,Chocolate,Dealer12,5140,packages,13-05-2025,Mumbai,2
BF2025050571,Chocolate,Dealer1,3389,packages,15-05-2025,Pune,4
BF2025050571,Chocolate,Dealer18,4307,packages,17-05-2025,Bangalore,6
BF2025050571,Chocolate,Dealer26,3265,packages,16-05-2025,Chennai,5
BF2025050571,Chocolate,Dealer3,2648,packages,17-05-2025,Chennai,6
BF2025050572,Chocolate,Dealer8,1018,packages,25-05-2025,Mumbai,2
BF2025050572,Chocolate,Dealer3,4591,packages,26-05-2025,Delhi,3
BF2025050572,Chocolate,Dealer5,2012,packages,27-05-2025,Kolkata,4
BF2025050572,Chocolate,Dealer11,2342,packages,28-05-2025,Chennai,5
BF2025050572,Chocolate,Dealer12,4648,packages,2/6/2025,Chennai,10
BF2025050572,Chocolate,Dealer23,2327,packages,9/6/2025,Hyderabad,17
BF2025050572,Chocolate,Dealer6,1027,packages,31-05-2025,Ahmedabad,8
BF2025050573,Chocolate,Dealer18,688,packages,9/5/2025,Pune,4
BF2025050573,Chocolate,Dealer19,1363,packages,10/5/2025,Kolkata,5
BF2025050573,Chocolate,Dealer12,833,packages,13-05-2025,Pune,8
BF2025050573,Chocolate,Dealer13,469,packages,12/5/2025,Kolkata,7
BF2025050573,Chocolate,Dealer4,906,packages,17-05-2025,Bangalore,12
BF2025050573,Chocolate,Dealer7,1110,packages,14-05-2025,Chennai,9
BF2025050573,Chocolate,Dealer25,258,packages,21-05-2025,Chennai,16
BF2025050574,Chocolate,Dealer27,3384,packages,12/5/2025,Delhi,2
BF2025050574,Chocolate,Dealer4,3297,packages,15-05-2025,Mumbai,5
BF2025050574,Chocolate,Dealer13,2699,packages,16-05-2025,Delhi,6
BF2025050574,Chocolate,Dealer16,1820,packages,15-05-2025,Chennai,5
BF2025050574,Chocolate,Dealer18,1870,packages,20-05-2025,Kolkata,10
BF2025050574,Chocolate,Dealer29,3334,packages,17-05-2025,Hyderabad,7
BF2025050575,Flour,Dealer26,3209,packages,28-05-2025,Pune,3
BF2025050575,Flour,Dealer24,857,packages,30-05-2025,Chennai,5
BF2025050575,Flour,Dealer22,3043,packages,3/6/2025,Ahmedabad,9
BF2025050575,Flour,Dealer20,899,packages,6/6/2025,Pune,12
BF2025050575,Flour,Dealer15,425,packages,5/6/2025,Kolkata,11
BF2025050575,Flour,Dealer8,1906,packages,7/6/2025,Mumbai,13
BF2025050575,Flour,Dealer14,2010,packages,9/6/2025,Ahmedabad,15
BF2025050576,Flour,Dealer13,5790,packages,22-05-2025,Pune,2
BF2025050576,Flour,Dealer28,3331,packages,24-05-2025,Delhi,4
BF2025050576,Flour,Dealer16,5191,packages,24-05-2025,Delhi,4
BF2025050576,Flour,Dealer8,5529,packages,25-05-2025,Chennai,5
BF2025050577,Flour,Dealer11,2586,packages,6/5/2025,Delhi,3
BF2025050577,Flour,Dealer22,1082,packages,9/5/2025,Mumbai,6
BF2025050577,Flour,Dealer6,2299,packages,12/5/2025,Delhi,9
BF2025050577,Flour,Dealer3,1594,packages,9/5/2025,Delhi,6
BF2025050577,Flour,Dealer13,1322,packages,14-05-2025,Kolkata,11
BF2025050577,Flour,Dealer29,310,packages,16-05-2025,Pune,13
BF2025050578,Flour,Dealer8,2438,packages,9/5/2025,Chennai,2
BF2025050578,Flour,Dealer14,2698,packages,12/5/2025,Kolkata,5
BF2025050578,Flour,Dealer20,2962,packages,15-05-2025,Bangalore,8
BF2025050578,Flour,Dealer28,394,packages,18-05-2025,Bangalore,11
BF2025050578,Flour,Dealer18,2855,packages,21-05-2025,Delhi,14
BF2025050578,Flour,Dealer10,2644,packages,19-05-2025,Hyderabad,12
BF2025050579,Flour,Dealer21,1362,packages,26-05-2025,Ahmedabad,2
BF2025050579,Flour,Dealer3,1642,packages,27-05-2025,Hyderabad,3
BF2025050579,Flour,Dealer10,1378,packages,28-05-2025,Chennai,4
BF2025050579,Flour,Dealer12,2439,packages,4/6/2025,Kolkata,11
BF2025050580,Chips,Dealer13,58,packages,11/5/2025,Ahmedabad,3
BF2025050580,Chips,Dealer16,1284,packages,13-05-2025,Delhi,5
BF2025050580,Chips,Dealer7,573,packages,17-05-2025,Kolkata,9
BF2025050580,Chips,Dealer18,1628,packages,20-05-2025,Ahmedabad,12
BF2025050580,Chips,Dealer25,2011,packages,23-05-2025,Delhi,15
BF2025050580,Chips,Dealer22,132,packages,16-05-2025,Hyderabad,8
BF2025050580,Chips,Dealer6,1310,packages,29-05-2025,Chennai,21
BF2025050581,Chips,Dealer24,2719,packages,4/5/2025,Hyderabad,2
BF2025050581,Chips,Dealer2,2064,packages,6/5/2025,Kolkata,4
BF2025050581,Chips,Dealer26,964,packages,10/5/2025,Hyderabad,8
BF2025050581,Chips,Dealer21,3238,packages,13-05-2025,Ahmedabad,11
BF2025050581,Chips,Dealer18,1230,packages,16-05-2025,Pune,14
BF2025050581,Chips,Dealer11,268,packages,9/5/2025,Mumbai,7
BF2025050581,Chips,Dealer22,1395,packages,10/5/2025,Bangalore,8
BF2025050582,Chips,Dealer25,887,packages,23-05-2025,Bangalore,2
BF2025050582,Chips,Dealer24,601,packages,24-05-2025,Chennai,3
BF2025050582,Chips,Dealer11,1725,packages,29-05-2025,Delhi,8
BF2025050582,Chips,Dealer28,1518,packages,1/6/2025,Bangalore,11
BF2025050582,Chips,Dealer12,1298,packages,31-05-2025,Chennai,10
BF2025050583,Chips,Dealer18,3158,packages,8/5/2025,Ahmedabad,4
BF2025050583,Chips,Dealer29,1525,packages,9/5/2025,Hyderabad,5
BF2025050583,Chips,Dealer30,738,packages,12/5/2025,Delhi,8
BF2025050583,Chips,Dealer19,6313,packages,17-05-2025,Delhi,13
BF2025050583,Chips,Dealer4,3042,packages,16-05-2025,Chennai,12
BF2025050584,Chips,Dealer11,2146,packages,21-05-2025,Hyderabad,3
BF2025050584,Chips,Dealer17,1295,packages,22-05-2025,Ahmedabad,4
BF2025050584,Chips,Dealer20,5745,packages,27-05-2025,Bangalore,9
BF2025050584,Chips,Dealer26,2923,packages,27-05-2025,Hyderabad,9
BF2025050584,Chips,Dealer22,3244,packages,25-05-2025,Hyderabad,7
BF2025050585,Chips,Dealer25,900,packages,19-05-2025,Ahmedabad,2
BF2025050585,Chips,Dealer22,2899,packages,20-05-2025,Pune,3
BF2025050585,Chips,Dealer10,553,packages,21-05-2025,Hyderabad,4
BF2025050585,Chips,Dealer27,3117,packages,28-05-2025,Chennai,11
BF2025050585,Chips,Dealer9,2364,packages,27-05-2025,Pune,10
BF2025050585,Chips,Dealer8,2663,packages,24-05-2025,Hyderabad,7
BF2025050585,Chips,Dealer1,4276,packages,25-05-2025,Kolkata,8
BF2025050586,Beverage,Dealer3,1848,packages,13-05-2025,Mumbai,3
BF2025050586,Beverage,Dealer11,451,packages,14-05-2025,Kolkata,4
BF2025050586,Beverage,Dealer10,482,packages,17-05-2025,Hyderabad,7
BF2025050586,Beverage,Dealer15,386,packages,16-05-2025,Pune,6
BF2025050586,Beverage,Dealer4,1380,packages,25-05-2025,Bangalore,15
BF2025050586,Beverage,Dealer29,478,packages,18-05-2025,Mumbai,8
BF2025050587,Beverage,Dealer25,481,packages,24-05-2025,Delhi,4
BF2025050587,Beverage,Dealer26,1035,packages,26-05-2025,Pune,6
BF2025050587,Beverage,Dealer3,1430,packages,28-05-2025,Hyderabad,8
BF2025050587,Beverage,Dealer2,2697,packages,27-05-2025,Chennai,7
BF2025050587,Beverage,Dealer30,1882,packages,5/6/2025,Hyderabad,16
BF2025050587,Beverage,Dealer12,1416,packages,3/6/2025,Delhi,14
BF2025050588,Beverage,Dealer30,1654,packages,22-05-2025,Ahmedabad,3
BF2025050588,Beverage,Dealer11,225,packages,24-05-2025,Bangalore,5
BF2025050588,Beverage,Dealer18,1252,packages,24-05-2025,Delhi,5
BF2025050588,Beverage,Dealer26,2983,packages,28-05-2025,Hyderabad,9
BF2025050588,Beverage,Dealer25,1954,packages,3/6/2025,Hyderabad,15
BF2025050589,Beverage,Dealer18,3658,packages,24-05-2025,Mumbai,2
BF2025050589,Beverage,Dealer21,3018,packages,25-05-2025,Kolkata,3
BF2025050589,Beverage,Dealer11,1202,packages,28-05-2025,Pune,6
BF2025050589,Beverage,Dealer24,2700,packages,27-05-2025,Pune,5
BF2025050589,Beverage,Dealer19,2325,packages,28-05-2025,Pune,6
BF2025050589,Beverage,Dealer14,673,packages,29-05-2025,Bangalore,7
BF2025050590,Beverage,Dealer21,2918,packages,15-05-2025,Chennai,3
BF2025050590,Beverage,Dealer8,398,packages,16-05-2025,Hyderabad,4
BF2025050590,Beverage,Dealer19,2669,packages,19-05-2025,Ahmedabad,7
BF2025050590,Beverage,Dealer30,2686,packages,18-05-2025,Chennai,6
BF2025050590,Beverage,Dealer29,2516,packages,27-05-2025,Kolkata,15
BF2025050590,Beverage,Dealer3,2431,packages,30-05-2025,Delhi,18
BF2025050591,Oil,Dealer10,1779,packages,20-05-2025,Chennai,3
BF2025050591,Oil,Dealer28,2722,packages,22-05-2025,Ahmedabad,5
BF2025050591,Oil,Dealer17,4619,packages,26-05-2025,Ahmedabad,9
BF2025050591,Oil,Dealer20,2277,packages,29-05-2025,Bangalore,12
BF2025050592,Oil,Dealer5,1017,packages,1/6/2025,Mumbai,4
BF2025050592,Oil,Dealer24,1325,packages,4/6/2025,Delhi,7
BF2025050592,Oil,Dealer1,415,packages,3/6/2025,Mumbai,6
BF2025050592,Oil,Dealer30,1369,packages,4/6/2025,Chennai,7
BF2025050592,Oil,Dealer12,100,packages,13-06-2025,Delhi,16
BF2025050592,Oil,Dealer17,314,packages,16-06-2025,Pune,19
BF2025050592,Oil,Dealer29,1173,packages,19-06-2025,Bangalore,22
BF2025050593,Oil,Dealer2,4263,packages,23-05-2025,Ahmedabad,2
BF2025050593,Oil,Dealer13,2500,packages,25-05-2025,Pune,4
BF2025050593,Oil,Dealer24,1998,packages,29-05-2025,Delhi,8
BF2025050593,Oil,Dealer1,2355,packages,29-05-2025,Kolkata,8
BF2025050594,Oil,Dealer22,1563,packages,12/5/2025,Bangalore,3
BF2025050594,Oil,Dealer15,3025,packages,14-05-2025,Delhi,5
BF2025050594,Oil,Dealer6,4012,packages,16-05-2025,Delhi,7
BF2025050594,Oil,Dealer26,2250,packages,21-05-2025,Pune,12
