Batch_ID,FM_Product_Name,FM_Product_Category,FM_Manufacturing_Date,FM_Factory_Location,FM_Manufacturing_Quantity,FM_Unit
BF2025030375,Promise,Toothpaste,09-03-2025,Bangalore,18213,packages
BF2025030376,Meswak,Toothpaste,10-03-2025,Bangalore,18176,packages
BF2025030377,Promise,Toothpaste,04-03-2025,Bangalore,6233,packages
BF2025030378,Sensodyne,Toothpaste,05-03-2025,Bangalore,19092,packages
BF2025030379,Anchor,Toothpaste,22-03-2025,Bangalore,18856,packages
BF2025030380,Olive Oil,Oil,12-03-2025,Bangalore,17954,packages
BF2025030381,Sunflower Oil,Oil,13-03-2025,Bangalore,9332,packages
BF2025030382,Olive Oil,Oil,18-03-2025,Bangalore,12451,packages
BF2025030383,Groundnut Oil,Oil,12-03-2025,Bangalore,14577,packages
BF2025030384,Soybean Oil,Oil,13-03-2025,Bangalore,6775,packages
BF2025030385,Coconut Oil,Oil,22-03-2025,Bangalore,12724,packages
BF2025030386,Soybean Oil,Oil,01-03-2025,Bangalore,19995,packages
BF2025030387,Coconut Oil,Oil,20-03-2025,Bangalore,15611,packages
BF2025030388,Black Rice,Rice,21-03-2025,Hyderabad,19899,packages
BF2025030389,Ponni Rice,Rice,23-03-2025,Hyderabad,15637,packages
BF2025030390,Sona Masoori,Rice,14-03-2025,Hyderabad,7290,packages
BF2025030391,Basmati,Rice,02-03-2025,Hyderabad,9986,packages
BF2025030392,Rice Flour,Flour,04-03-2025,Hyderabad,8846,packages
BF2025030393,Besan,Flour,18-03-2025,Hyderabad,11367,packages
BF2025030394,Bajra Flour,Flour,15-03-2025,Hyderabad,15985,packages
BF2025030395,Jowar Flour,Flour,24-03-2025,Hyderabad,14622,packages
BF2025030396,Besan,Flour,24-03-2025,Hyderabad,19506,packages
BF2025030397,Rice Flour,Flour,14-03-2025,Hyderabad,18659,packages
BF2025030398,Jowar Flour,Flour,16-03-2025,Hyderabad,9583,packages
BF2025030399,Bourbon,Biscuit,23-03-2025,Hyderabad,8559,packages
BF2025030400,Krackjack,Biscuit,15-03-2025,Hyderabad,8868,packages
BF2025030401,Bourbon,Biscuit,28-03-2025,Hyderabad,6627,packages
BF2025030402,Bourbon,Biscuit,22-03-2025,Hyderabad,13920,packages
BF2025030403,Anchor,Toothpaste,02-03-2025,Kolkata,9520,packages
BF2025030404,Pepsodent,Toothpaste,07-03-2025,Kolkata,18894,packages
BF2025030405,Promise,Toothpaste,27-03-2025,Kolkata,6501,packages
BF2025030406,Sensodyne,Toothpaste,22-03-2025,Kolkata,15513,packages
BF2025030407,Colgate,Toothpaste,21-03-2025,Kolkata,5828,packages
BF2025030408,Meswak,Toothpaste,26-03-2025,Kolkata,8990,packages
BF2025030409,Pears,Soap,26-03-2025,Kolkata,6124,packages
BF2025030410,Pears,Soap,27-03-2025,Kolkata,14607,packages
BF2025030411,Pears,Soap,07-03-2025,Kolkata,10383,packages
BF2025030412,Lifebuoy,Soap,25-03-2025,Kolkata,17921,packages
BF2025030413,Lux,Soap,20-03-2025,Kolkata,9542,packages
BF2025030414,Groundnut Oil,Oil,05-03-2025,Kolkata,18082,packages
BF2025030415,Olive Oil,Oil,06-03-2025,Kolkata,15830,packages
BF2025030416,Sunflower Oil,Oil,28-03-2025,Kolkata,7159,packages
BF2025030417,Soybean Oil,Oil,01-03-2025,Kolkata,17943,packages
BF2025030418,Coconut Oil,Oil,26-03-2025,Kolkata,14647,packages
BF2025040419,Hide & Seek,Biscuit,01-04-2025,Kolhapur,9347,packages
BF2025040420,Hide & Seek,Biscuit,02-04-2025,Kolhapur,17152,packages
BF2025040421,Monaco,Biscuit,14-04-2025,Kolhapur,17216,packages
BF2025040422,Krackjack,Biscuit,03-04-2025,Kolhapur,12344,packages
BF2025040423,Bourbon,Biscuit,25-04-2025,Kolhapur,13408,packages
BF2025040424,Monaco,Biscuit,19-04-2025,Kolhapur,12405,packages
BF2025040425,Dairy Milk,Chocolate,08-04-2025,Kolhapur,16915,packages
BF2025040426,Kit Kat,Chocolate,26-04-2025,Kolhapur,12504,packages
BF2025040427,Dairy Milk,Chocolate,21-04-2025,Kolhapur,5996,packages
BF2025040428,Twix,Chocolate,16-04-2025,Kolhapur,11984,packages
BF2025040429,5 Star,Chocolate,22-04-2025,Kolhapur,13032,packages
BF2025040430,Mars,Chocolate,23-04-2025,Kolhapur,6204,packages
BF2025040431,Snickers,Chocolate,03-04-2025,Kolhapur,14966,packages
BF2025040432,5 Star,Chocolate,05-04-2025,Kolhapur,7067,packages
BF2025040433,Bajra Flour,Flour,20-04-2025,Kolhapur,11240,packages
BF2025040434,Ragi Flour,Flour,20-04-2025,Kolhapur,12433,packages
BF2025040435,Jowar Flour,Flour,17-04-2025,Kolhapur,6624,packages
BF2025040436,Rice Flour,Flour,26-04-2025,Kolhapur,18972,packages
BF2025040437,Maida,Flour,21-04-2025,Kolhapur,12046,packages
BF2025040438,Maida,Flour,15-04-2025,Kolhapur,11779,packages
BF2025040439,Uncle Chips,Chips,27-04-2025,Pune,11532,packages
BF2025040440,Kurkure,Chips,14-04-2025,Pune,10120,packages
BF2025040441,Haldirams,Chips,14-04-2025,Pune,15897,packages
BF2025040442,Haldirams,Chips,09-04-2025,Pune,7500,packages
BF2025040443,Uncle Chips,Chips,22-04-2025,Pune,6099,packages
BF2025040444,Kurkure,Chips,03-04-2025,Pune,6527,packages
BF2025040445,Mirinda,Beverage,04-04-2025,Pune,18300,packages
BF2025040446,Coca Cola,Beverage,05-04-2025,Pune,14608,packages
BF2025040447,Mirinda,Beverage,18-04-2025,Pune,15977,packages
BF2025040448,Mountain Dew,Beverage,04-04-2025,Pune,10793,packages
BF2025040449,Mountain Dew,Beverage,28-04-2025,Pune,19222,packages
BF2025040450,Coca Cola,Beverage,24-04-2025,Pune,9712,packages
BF2025040451,Thums Up,Beverage,20-04-2025,Pune,10761,packages
BF2025040452,Coconut Oil,Oil,19-04-2025,Pune,7535,packages
BF2025040453,Palm Oil,Oil,22-04-2025,Pune,8674,packages
BF2025040454,Olive Oil,Oil,28-04-2025,Pune,10736,packages
BF2025040455,Soybean Oil,Oil,28-04-2025,Pune,6882,packages
BF2025040456,Pears,Soap,19-04-2025,Mumbai,18225,packages
BF2025040457,Lux,Soap,14-04-2025,Mumbai,14977,packages
BF2025040458,Santoor,Soap,22-04-2025,Mumbai,5474,packages
BF2025040459,Santoor,Soap,06-04-2025,Mumbai,16513,packages
BF2025040460,Santoor,Soap,25-04-2025,Mumbai,10567,packages
BF2025040461,Lux,Soap,12-04-2025,Mumbai,7972,packages
BF2025040462,Mountain Dew,Beverage,19-04-2025,Mumbai,6140,packages
BF2025040463,Coca Cola,Beverage,05-04-2025,Mumbai,6503,packages
BF2025040464,Fanta,Beverage,24-04-2025,Mumbai,11163,packages
BF2025040465,Limca,Beverage,14-04-2025,Mumbai,10585,packages
BF2025040466,Mirinda,Beverage,06-04-2025,Mumbai,10105,packages
BF2025040467,Dove,Shampoo,25-04-2025,Mumbai,19472,packages
BF2025040468,Head & Shoulders,Shampoo,02-04-2025,Mumbai,7579,packages
BF2025040469,Clinic Plus,Shampoo,25-04-2025,Mumbai,16042,packages
BF2025040470,Loreal,Shampoo,03-04-2025,Mumbai,12259,packages
BF2025040471,Tresemme,Shampoo,22-04-2025,Mumbai,12957,packages
BF2025040472,Garnier,Shampoo,20-04-2025,Mumbai,11785,packages
BF2025040473,5 Star,Chocolate,07-04-2025,Delhi,10655,packages
BF2025040474,5 Star,Chocolate,14-04-2025,Delhi,9640,packages
BF2025040475,Mars,Chocolate,22-04-2025,Delhi,13633,packages
BF2025040476,Kit Kat,Chocolate,22-04-2025,Delhi,5744,packages
BF2025040477,Twix,Chocolate,08-04-2025,Delhi,14819,packages
BF2025040478,Dairy Milk,Chocolate,02-04-2025,Delhi,8349,packages
BF2025040479,Bingo,Chips,07-04-2025,Delhi,17520,packages
BF2025040480,Balaji,Chips,09-04-2025,Delhi,10375,packages
BF2025040481,Lays,Chips,04-04-2025,Delhi,13149,packages
BF2025040482,Cheetos,Chips,24-04-2025,Delhi,7878,packages
BF2025040483,Cheetos,Chips,05-04-2025,Delhi,13725,packages
BF2025040484,Pringles,Chips,23-04-2025,Delhi,13196,packages
BF2025040485,Meswak,Toothpaste,27-04-2025,Delhi,6180,packages
BF2025040486,Colgate,Toothpaste,13-04-2025,Delhi,12147,packages
BF2025040487,Promise,Toothpaste,01-04-2025,Delhi,6275,packages
BF2025040488,Meswak,Toothpaste,28-04-2025,Delhi,14433,packages
BF2025040489,Anchor,Toothpaste,14-04-2025,Delhi,16624,packages
BF2025040490,Anchor,Toothpaste,21-04-2025,Delhi,9743,packages
BF2025040491,Anchor,Toothpaste,04-04-2025,Delhi,5341,packages
BF2025040492,Close Up,Toothpaste,11-04-2025,Delhi,18128,packages
BF2025040493,Hamam,Soap,15-04-2025,Chennai,6443,packages
BF2025040494,Dettol,Soap,14-04-2025,Chennai,8986,packages
BF2025040495,Medimix,Soap,14-04-2025,Chennai,13584,packages
BF2025040496,Medimix,Soap,03-04-2025,Chennai,19262,packages
BF2025040497,Hamam,Soap,10-04-2025,Chennai,8630,packages
BF2025040498,Lifebuoy,Soap,11-04-2025,Chennai,6251,packages
BF2025040499,Dettol,Soap,17-04-2025,Chennai,13693,packages
BF2025040500,Pears,Soap,17-04-2025,Chennai,19842,packages
BF2025040501,Hide & Seek,Biscuit,12-04-2025,Chennai,8871,packages
BF2025040502,Hide & Seek,Biscuit,04-04-2025,Chennai,9193,packages
BF2025040503,Hide & Seek,Biscuit,07-04-2025,Chennai,14869,packages
BF2025040504,Monaco,Biscuit,05-04-2025,Chennai,7902,packages
BF2025040505,Krackjack,Biscuit,25-04-2025,Chennai,12601,packages
BF2025040506,Krackjack,Biscuit,25-04-2025,Chennai,16159,packages
BF2025040507,Matt Rice,Rice,21-04-2025,Chennai,19159,packages
BF2025040508,Matt Rice,Rice,21-04-2025,Chennai,7473,packages
BF2025040509,Sona Masoori,Rice,15-04-2025,Chennai,12682,packages
BF2025040510,Ponni Rice,Rice,15-04-2025,Chennai,18047,packages
BF2025040511,Basmati,Rice,09-04-2025,Chennai,10766,packages
BF2025040512,Sona Masoori,Rice,17-04-2025,Chennai,10085,packages
BF2025040513,Black Rice,Rice,15-04-2025,Chennai,5616,packages
BF2025040514,Matt Rice,Rice,02-04-2025,Chennai,18626,packages
BF2025040515,Dove,Shampoo,03-04-2025,Bangalore,15076,packages
BF2025040516,Tresemme,Shampoo,20-04-2025,Bangalore,12581,packages
BF2025040517,Clinic Plus,Shampoo,19-04-2025,Bangalore,12368,packages
BF2025040518,Pantene,Shampoo,26-04-2025,Bangalore,10267,packages
BF2025040519,Garnier,Shampoo,20-04-2025,Bangalore,13214,packages
BF2025040520,Clinic Plus,Shampoo,05-04-2025,Bangalore,12381,packages
BF2025040521,Meswak,Toothpaste,26-04-2025,Bangalore,16703,packages
BF2025040522,Close Up,Toothpaste,03-04-2025,Bangalore,5641,packages
BF2025040523,Promise,Toothpaste,08-04-2025,Bangalore,12199,packages
BF2025040524,Close Up,Toothpaste,17-04-2025,Bangalore,10962,packages
BF2025040525,Rice Bran Oil,Oil,10-04-2025,Bangalore,11697,packages
BF2025040526,Soybean Oil,Oil,25-04-2025,Bangalore,16123,packages
BF2025040527,Sunflower Oil,Oil,20-04-2025,Bangalore,17930,packages
BF2025040528,Soybean Oil,Oil,21-04-2025,Bangalore,6079,packages
BF2025040529,Olive Oil,Oil,11-04-2025,Bangalore,14141,packages
BF2025040530,Rice Bran Oil,Oil,22-04-2025,Bangalore,9655,packages
BF2025040531,Brown Rice,Rice,24-04-2025,Hyderabad,10461,packages
BF2025040532,Brown Rice,Rice,03-04-2025,Hyderabad,10731,packages
BF2025040533,Red Rice,Rice,10-04-2025,Hyderabad,7112,packages
BF2025040534,Sona Masoori,Rice,20-04-2025,Hyderabad,10072,packages
BF2025040535,Red Rice,Rice,18-04-2025,Hyderabad,15542,packages
BF2025040536,Matt Rice,Rice,26-04-2025,Hyderabad,18323,packages
BF2025040537,Rice Flour,Flour,22-04-2025,Hyderabad,15584,packages
BF2025040538,Jowar Flour,Flour,22-04-2025,Hyderabad,13331,packages
BF2025040539,Wheat Flour,Flour,12-04-2025,Hyderabad,10940,packages
BF2025040540,Besan,Flour,10-04-2025,Hyderabad,8509,packages
BF2025040541,Multigrain Flour,Flour,11-04-2025,Hyderabad,8145,packages
BF2025040542,Hide & Seek,Biscuit,05-04-2025,Hyderabad,6264,packages
BF2025040543,Monaco,Biscuit,10-04-2025,Hyderabad,13317,packages
BF2025040544,Parle-G,Biscuit,25-04-2025,Hyderabad,15845,packages
BF2025040545,Hide & Seek,Biscuit,11-04-2025,Hyderabad,14785,packages
BF2025040546,Hide & Seek,Biscuit,13-04-2025,Hyderabad,7658,packages
BF2025040547,Close Up,Toothpaste,27-04-2025,Kolkata,16815,packages
BF2025040548,Colgate,Toothpaste,15-04-2025,Kolkata,11731,packages
BF2025040549,Sensodyne,Toothpaste,12-04-2025,Kolkata,12277,packages
BF2025040550,Dabur Red,Toothpaste,20-04-2025,Kolkata,17327,packages
BF2025040551,Promise,Toothpaste,24-04-2025,Kolkata,8833,packages
BF2025040552,Santoor,Soap,08-04-2025,Kolkata,18248,packages
BF2025040553,Godrej,Soap,26-04-2025,Kolkata,19810,packages
BF2025040554,Pears,Soap,27-04-2025,Kolkata,11026,packages
BF2025040555,Godrej,Soap,22-04-2025,Kolkata,12564,packages
BF2025040556,Santoor,Soap,25-04-2025,Kolkata,17748,packages
BF2025040557,Medimix,Soap,13-04-2025,Kolkata,7655,packages
BF2025040558,Pears,Soap,27-04-2025,Kolkata,18127,packages
BF2025040559,Lifebuoy,Soap,20-04-2025,Kolkata,19303,packages
BF2025040560,Palm Oil,Oil,02-04-2025,Kolkata,19321,packages
BF2025040561,Olive Oil,Oil,12-04-2025,Kolkata,16655,packages
BF2025040562,Olive Oil,Oil,28-04-2025,Kolkata,9670,packages
BF2025040563,Mustard Oil,Oil,03-04-2025,Kolkata,9469,packages
BF2025040564,Mustard Oil,Oil,15-04-2025,Kolkata,18615,packages
BF2025040565,Olive Oil,Oil,14-04-2025,Kolkata,19917,packages
BF2025050566,Krackjack,Biscuit,27-05-2025,Kolhapur,19493,packages
BF2025050567,Parle-G,Biscuit,12-05-2025,Kolhapur,11797,packages
BF2025050568,Crack Jack,Biscuit,02-05-2025,Kolhapur,13224,packages
BF2025050569,Good Day,Biscuit,12-05-2025,Kolhapur,11326,packages
BF2025050570,Bourbon,Biscuit,03-05-2025,Kolhapur,8678,packages
BF2025050571,5 Star,Chocolate,11-05-2025,Kolhapur,18749,packages
BF2025050572,Snickers,Chocolate,23-05-2025,Kolhapur,17965,packages
BF2025050573,Perk,Chocolate,05-05-2025,Kolhapur,5627,packages
BF2025050574,Mars,Chocolate,10-05-2025,Kolhapur,16404,packages
BF2025050575,Multigrain Flour,Flour,25-05-2025,Kolhapur,12349,packages
BF2025050576,Wheat Flour,Flour,20-05-2025,Kolhapur,19841,packages
BF2025050577,Wheat Flour,Flour,03-05-2025,Kolhapur,9193,packages
BF2025050578,Besan,Flour,07-05-2025,Kolhapur,13991,packages
BF2025050579,Jowar Flour,Flour,24-05-2025,Kolhapur,6821,packages
BF2025050580,Balaji,Chips,08-05-2025,Pune,6996,packages
BF2025050581,Pringles,Chips,02-05-2025,Pune,11878,packages
BF2025050582,Uncle Chips,Chips,21-05-2025,Pune,6029,packages
BF2025050583,Uncle Chips,Chips,04-05-2025,Pune,14776,packages
BF2025050584,Lays,Chips,18-05-2025,Pune,15353,packages
BF2025050585,Pringles,Chips,17-05-2025,Pune,16772,packages
BF2025050586,Mountain Dew,Beverage,10-05-2025,Pune,5025,packages
BF2025050587,Mirinda,Beverage,20-05-2025,Pune,8941,packages
BF2025050588,Mountain Dew,Beverage,19-05-2025,Pune,8068,packages
BF2025050589,Pepsi,Beverage,22-05-2025,Pune,13576,packages
BF2025050590,Pepsi,Beverage,12-05-2025,Pune,13618,packages
BF2025050591,Sunflower Oil,Oil,17-05-2025,Pune,11397,packages
BF2025050592,Palm Oil,Oil,28-05-2025,Pune,5713,packages
BF2025050593,Rice Bran Oil,Oil,21-05-2025,Pune,11116,packages
BF2025050594,Sunflower Oil,Oil,09-05-2025,Pune,10850,packages
BF2025050595,Olive Oil,Oil,26-05-2025,Pune,10649,packages
BF2025050596,Olive Oil,Oil,08-05-2025,Pune,17640,packages
BF2025050597,Soybean Oil,Oil,19-05-2025,Pune,7185,packages
BF2025050598,Soybean Oil,Oil,02-05-2025,Pune,13945,packages
BF2025050599,Lifebuoy,Soap,27-05-2025,Mumbai,18605,packages
BF2025050600,Godrej,Soap,25-05-2025,Mumbai,16393,packages
BF2025050601,Lifebuoy,Soap,16-05-2025,Mumbai,18295,packages
BF2025050602,Dettol,Soap,05-05-2025,Mumbai,16731,packages
BF2025050603,Godrej,Soap,25-05-2025,Mumbai,5605,packages
BF2025050604,Pears,Soap,10-05-2025,Mumbai,5717,packages
BF2025050605,Mirinda,Beverage,02-05-2025,Mumbai,10080,packages
BF2025050606,Mountain Dew,Beverage,17-05-2025,Mumbai,18359,packages
BF2025050607,Limca,Beverage,18-05-2025,Mumbai,9150,packages
BF2025050608,Fanta,Beverage,02-05-2025,Mumbai,9687,packages
BF2025050609,Coca Cola,Beverage,12-05-2025,Mumbai,19185,packages
BF2025050610,Dove,Shampoo,09-05-2025,Mumbai,18096,packages
BF2025050611,Tresemme,Shampoo,12-05-2025,Mumbai,19573,packages
BF2025050612,Garnier,Shampoo,13-05-2025,Mumbai,19657,packages
BF2025050613,Sunsilk,Shampoo,13-05-2025,Mumbai,8060,packages
BF2025050614,Garnier,Shampoo,16-05-2025,Mumbai,11018,packages
BF2025050615,Loreal,Shampoo,26-05-2025,Mumbai,18126,packages
BF2025050616,Twix,Chocolate,24-05-2025,Delhi,6293,packages
BF2025050617,Perk,Chocolate,14-05-2025,Delhi,13937,packages
BF2025050618,Snickers,Chocolate,10-05-2025,Delhi,6680,packages
BF2025050619,Snickers,Chocolate,03-05-2025,Delhi,15828,packages
BF2025050620,Uncle Chips,Chips,10-05-2025,Delhi,14873,packages
BF2025050621,Cheetos,Chips,23-05-2025,Delhi,7730,packages
BF2025050622,Uncle Chips,Chips,23-05-2025,Delhi,10759,packages
BF2025050623,Lays,Chips,15-05-2025,Delhi,16908,packages
BF2025050624,Haldirams,Chips,28-05-2025,Delhi,15073,packages
BF2025050625,Balaji,Chips,14-05-2025,Delhi,15477,packages
BF2025050626,Anchor,Toothpaste,03-05-2025,Delhi,10952,packages
BF2025050627,Close Up,Toothpaste,17-05-2025,Delhi,5510,packages
BF2025050628,Promise,Toothpaste,05-05-2025,Delhi,5570,packages
BF2025050629,Pepsodent,Toothpaste,05-05-2025,Delhi,8866,packages
BF2025050630,Medimix,Soap,12-05-2025,Chennai,14293,packages
BF2025050631,Lifebuoy,Soap,02-05-2025,Chennai,16125,packages
BF2025050632,Hamam,Soap,15-05-2025,Chennai,11095,packages
BF2025050633,Dettol,Soap,15-05-2025,Chennai,14403,packages
BF2025050634,Hamam,Soap,05-05-2025,Chennai,11521,packages
BF2025050635,Santoor,Soap,11-05-2025,Chennai,9089,packages
BF2025050636,Hide & Seek,Biscuit,01-05-2025,Chennai,13176,packages
BF2025050637,Crack Jack,Biscuit,17-05-2025,Chennai,19967,packages
BF2025050638,Monaco,Biscuit,18-05-2025,Chennai,9288,packages
BF2025050639,Marie Gold,Biscuit,25-05-2025,Chennai,16534,packages
BF2025050640,Ponni Rice,Rice,07-05-2025,Chennai,16370,packages
BF2025050641,Jasmine Rice,Rice,16-05-2025,Chennai,7009,packages
BF2025050642,Sona Masoori,Rice,05-05-2025,Chennai,12406,packages
BF2025050643,Black Rice,Rice,06-05-2025,Chennai,6438,packages
BF2025050644,Matt Rice,Rice,26-05-2025,Chennai,15941,packages
BF2025050645,Sona Masoori,Rice,12-05-2025,Chennai,14011,packages
BF2025050646,Ponni Rice,Rice,18-05-2025,Chennai,19603,packages
BF2025050647,Head & Shoulders,Shampoo,28-05-2025,Bangalore,16662,packages
BF2025050648,Head & Shoulders,Shampoo,23-05-2025,Bangalore,18003,packages
BF2025050649,Pantene,Shampoo,12-05-2025,Bangalore,6988,packages
BF2025050650,Head & Shoulders,Shampoo,07-05-2025,Bangalore,8878,packages
BF2025050651,Garnier,Shampoo,26-05-2025,Bangalore,5430,packages
BF2025050652,Sunsilk,Shampoo,12-05-2025,Bangalore,12657,packages
BF2025050653,Pepsodent,Toothpaste,05-05-2025,Bangalore,6077,packages
BF2025050654,Anchor,Toothpaste,10-05-2025,Bangalore,16746,packages
BF2025050655,Promise,Toothpaste,24-05-2025,Bangalore,13612,packages
BF2025050656,Anchor,Toothpaste,14-05-2025,Bangalore,18489,packages
BF2025050657,Pepsodent,Toothpaste,19-05-2025,Bangalore,7053,packages
BF2025050658,Pepsodent,Toothpaste,11-05-2025,Bangalore,12372,packages
BF2025050659,Meswak,Toothpaste,15-05-2025,Bangalore,7102,packages
BF2025050660,Close Up,Toothpaste,27-05-2025,Bangalore,17579,packages
BF2025050661,Sunflower Oil,Oil,14-05-2025,Bangalore,18621,packages
BF2025050662,Mustard Oil,Oil,04-05-2025,Bangalore,9982,packages
BF2025050663,Mustard Oil,Oil,06-05-2025,Bangalore,10286,packages
BF2025050664,Coconut Oil,Oil,23-05-2025,Bangalore,10669,packages
BF2025050665,Groundnut Oil,Oil,17-05-2025,Bangalore,18859,packages
BF2025050666,Jasmine Rice,Rice,09-05-2025,Hyderabad,15404,packages
BF2025050667,Ponni Rice,Rice,18-05-2025,Hyderabad,7050,packages
BF2025050668,Ponni Rice,Rice,21-05-2025,Hyderabad,15066,packages
BF2025050669,Sona Masoori,Rice,18-05-2025,Hyderabad,13234,packages
BF2025050670,Besan,Flour,19-05-2025,Hyderabad,7804,packages
BF2025050671,Bajra Flour,Flour,22-05-2025,Hyderabad,18804,packages
BF2025050672,Wheat Flour,Flour,19-05-2025,Hyderabad,18520,packages
BF2025050673,Wheat Flour,Flour,28-05-2025,Hyderabad,6330,packages
BF2025050674,Ragi Flour,Flour,02-05-2025,Hyderabad,15668,packages
BF2025050675,Crack Jack,Biscuit,25-05-2025,Hyderabad,15127,packages
BF2025050676,Parle-G,Biscuit,21-05-2025,Hyderabad,13159,packages
BF2025050677,Marie Gold,Biscuit,21-05-2025,Hyderabad,15517,packages
BF2025050678,Krackjack,Biscuit,10-05-2025,Hyderabad,9012,packages
BF2025050679,Crack Jack,Biscuit,26-05-2025,Hyderabad,9873,packages
BF2025050680,Colgate,Toothpaste,03-05-2025,Kolkata,7589,packages
BF2025050681,Anchor,Toothpaste,15-05-2025,Kolkata,12933,packages
BF2025050682,Sensodyne,Toothpaste,15-05-2025,Kolkata,10573,packages
BF2025050683,Close Up,Toothpaste,20-05-2025,Kolkata,10121,packages
BF2025050684,Meswak,Toothpaste,28-05-2025,Kolkata,17029,packages
BF2025050685,Meswak,Toothpaste,28-05-2025,Kolkata,11532,packages
BF2025050686,Meswak,Toothpaste,05-05-2025,Kolkata,13437,packages
BF2025050687,Hamam,Soap,04-05-2025,Kolkata,8960,packages
BF2025050688,Dettol,Soap,15-05-2025,Kolkata,9382,packages
BF2025050689,Pears,Soap,15-05-2025,Kolkata,7308,packages
BF2025050690,Lux,Soap,04-05-2025,Kolkata,9754,packages
BF2025050691,Medimix,Soap,13-05-2025,Kolkata,9067,packages
BF2025050692,Lifebuoy,Soap,28-05-2025,Kolkata,18328,packages
BF2025050693,Hamam,Soap,11-05-2025,Kolkata,8110,packages
BF2025050694,Lifebuoy,Soap,25-05-2025,Kolkata,13163,packages
BF2025050695,Palm Oil,Oil,15-05-2025,Kolkata,19402,packages
BF2025050696,Palm Oil,Oil,10-05-2025,Kolkata,5379,packages
BF2025050697,Rice Bran Oil,Oil,03-05-2025,Kolkata,13281,packages
BF2025050698,Coconut Oil,Oil,15-05-2025,Kolkata,8524,packages
BF2025050699,Soybean Oil,Oil,19-05-2025,Kolkata,5797,packages
BF2025050700,Groundnut Oil,Oil,02-05-2025,Kolkata,13108,packages
BF2025050701,Palm Oil,Oil,20-05-2025,Kolkata,9681,packages
BF2025050702,Sunflower Oil,Oil,18-05-2025,Kolkata,18880,packages
BF2025060703,Hide & Seek,Biscuit,14-06-2025,Kolhapur,19458,packages
BF2025060704,Bourbon,Biscuit,09-06-2025,Kolhapur,17515,packages
BF2025060705,Bourbon,Biscuit,13-06-2025,Kolhapur,5741,packages
BF2025060706,Parle-G,Biscuit,13-06-2025,Kolhapur,14343,packages
BF2025060707,Snickers,Chocolate,07-06-2025,Kolhapur,14064,packages
BF2025060708,5 Star,Chocolate,10-06-2025,Kolhapur,11329,packages
BF2025060709,Mars,Chocolate,17-06-2025,Kolhapur,17523,packages
BF2025060710,Kit Kat,Chocolate,18-06-2025,Kolhapur,18521,packages
BF2025060711,5 Star,Chocolate,20-06-2025,Kolhapur,7108,packages
BF2025060712,Twix,Chocolate,04-06-2025,Kolhapur,11114,packages
BF2025060713,Snickers,Chocolate,26-06-2025,Kolhapur,14139,packages
BF2025060714,Perk,Chocolate,12-06-2025,Kolhapur,8261,packages
BF2025060715,Jowar Flour,Flour,17-06-2025,Kolhapur,13193,packages
BF2025060716,Wheat Flour,Flour,02-06-2025,Kolhapur,5637,packages
BF2025060717,Bajra Flour,Flour,05-06-2025,Kolhapur,18172,packages
BF2025060718,Multigrain Flour,Flour,16-06-2025,Kolhapur,7440,packages
BF2025060719,Besan,Flour,20-06-2025,Kolhapur,10373,packages
BF2025060720,Bajra Flour,Flour,20-06-2025,Kolhapur,7662,packages
BF2025060721,Ragi Flour,Flour,13-06-2025,Kolhapur,14727,packages
BF2025060722,Multigrain Flour,Flour,11-06-2025,Kolhapur,16611,packages
BF2025060723,Uncle Chips,Chips,10-06-2025,Pune,18365,packages
BF2025060724,Haldirams,Chips,01-06-2025,Pune,10427,packages
BF2025060725,Kurkure,Chips,22-06-2025,Pune,11824,packages
BF2025060726,Balaji,Chips,19-06-2025,Pune,18054,packages
BF2025060727,Lays,Chips,24-06-2025,Pune,14779,packages
BF2025060728,Balaji,Chips,16-06-2025,Pune,15741,packages
BF2025060729,Pringles,Chips,26-06-2025,Pune,16819,packages
BF2025060730,Uncle Chips,Chips,02-06-2025,Pune,7793,packages
BF2025060731,Mountain Dew,Beverage,21-06-2025,Pune,7421,packages
BF2025060732,Fanta,Beverage,27-06-2025,Pune,5517,packages
BF2025060733,Pepsi,Beverage,19-06-2025,Pune,8125,packages
BF2025060734,Limca,Beverage,01-06-2025,Pune,10139,packages
BF2025060735,Sprite,Beverage,14-06-2025,Pune,11765,packages
BF2025060736,Fanta,Beverage,23-06-2025,Pune,11723,packages
BF2025060737,Limca,Beverage,17-06-2025,Pune,19300,packages
BF2025060738,Coca Cola,Beverage,28-06-2025,Pune,16563,packages
BF2025060739,Coconut Oil,Oil,17-06-2025,Pune,14189,packages
BF2025060740,Palm Oil,Oil,11-06-2025,Pune,13609,packages
BF2025060741,Soybean Oil,Oil,13-06-2025,Pune,7837,packages
BF2025060742,Soybean Oil,Oil,15-06-2025,Pune,13950,packages
BF2025060743,Groundnut Oil,Oil,12-06-2025,Pune,14995,packages
BF2025060744,Pears,Soap,07-06-2025,Mumbai,9571,packages
BF2025060745,Santoor,Soap,18-06-2025,Mumbai,8684,packages
BF2025060746,Santoor,Soap,10-06-2025,Mumbai,16549,packages
BF2025060747,Godrej,Soap,07-06-2025,Mumbai,10194,packages
BF2025060748,Hamam,Soap,16-06-2025,Mumbai,14183,packages
BF2025060749,Santoor,Soap,26-06-2025,Mumbai,9715,packages
BF2025060750,Medimix,Soap,04-06-2025,Mumbai,19676,packages
