Batch_ID,DR_Product_Category,DR_Dealer_Name,DR_Received_Quantity,DR_Receipt_Date,DR_City,DR_Transit
BF2025040513,Rice,Dealer12,3689,28-04-2025,Delhi,2
BF2025040514,Rice,Dealer24,3082,06-04-2025,Delhi,1
BF2025040514,Rice,Dealer23,3803,08-04-2025,Delhi,2
BF2025040514,Rice,Dealer14,40,09-04-2025,Ahmedabad,2
BF2025040514,Rice,Dealer22,4256,13-04-2025,Chennai,2
BF2025040514,Rice,Dealer11,5186,20-04-2025,Delhi,3
BF2025040514,Rice,Dealer25,2259,18-04-2025,Pune,3
BF2025040515,Shampoo,Dealer21,7275,08-04-2025,Chennai,1
BF2025040515,Shampoo,Dealer12,3390,09-04-2025,Hyderabad,1
BF2025040515,Shampoo,Dealer23,24,16-04-2025,Bangalore,3
BF2025040515,Shampoo,Dealer11,4387,19-04-2025,Kolkata,3
BF2025040516,Shampoo,Dealer14,1901,24-04-2025,Hyderabad,2
BF2025040516,Shampoo,Dealer25,2999,24-04-2025,Kolkata,1
BF2025040516,Shampoo,Dealer24,2282,01-05-2025,Mumbai,3
BF2025040516,Shampoo,Dealer26,2247,29-04-2025,Kolkata,1
BF2025040516,Shampoo,Dealer2,3152,02-05-2025,Chennai,2
BF2025040517,Shampoo,Dealer27,2626,22-04-2025,Chennai,1
BF2025040517,Shampoo,Dealer19,2507,23-04-2025,Chennai,1
BF2025040517,Shampoo,Dealer8,2403,27-04-2025,Chennai,2
BF2025040517,Shampoo,Dealer15,1966,30-04-2025,Pune,3
BF2025040517,Shampoo,Dealer9,1705,01-05-2025,Pune,2
BF2025040517,Shampoo,Dealer10,1161,28-04-2025,Bangalore,2
BF2025040518,Shampoo,Dealer1,1850,29-04-2025,Kolkata,1
BF2025040518,Shampoo,Dealer17,1800,03-05-2025,Hyderabad,2
BF2025040518,Shampoo,Dealer28,1553,02-05-2025,Chennai,2
BF2025040518,Shampoo,Dealer24,1163,04-05-2025,Kolkata,3
BF2025040518,Shampoo,Dealer26,1358,05-05-2025,Hyderabad,3
BF2025040518,Shampoo,Dealer25,1250,15-05-2025,Chennai,2
BF2025040518,Shampoo,Dealer21,1293,13-05-2025,Pune,3
BF2025040519,Shampoo,Dealer5,2539,25-04-2025,Delhi,2
BF2025040519,Shampoo,Dealer30,4387,26-04-2025,Mumbai,1
BF2025040519,Shampoo,Dealer24,3859,28-04-2025,Bangalore,1
BF2025040519,Shampoo,Dealer9,2429,03-05-2025,Mumbai,1
BF2025040520,Shampoo,Dealer5,24,10-04-2025,Mumbai,2
BF2025040520,Shampoo,Dealer28,1633,13-04-2025,Hyderabad,3
BF2025040520,Shampoo,Dealer4,5308,11-04-2025,Ahmedabad,1
BF2025040520,Shampoo,Dealer30,5416,19-04-2025,Mumbai,2
BF2025040521,Toothpaste,Dealer22,1431,29-04-2025,Delhi,1
BF2025040521,Toothpaste,Dealer20,1567,02-05-2025,Hyderabad,3
BF2025040521,Toothpaste,Dealer9,765,01-05-2025,Chennai,1
BF2025040521,Toothpaste,Dealer26,3819,06-05-2025,Hyderabad,2
BF2025040521,Toothpaste,Dealer3,2932,05-05-2025,Hyderabad,3
BF2025040521,Toothpaste,Dealer12,3682,11-05-2025,Kolkata,3
BF2025040521,Toothpaste,Dealer27,2507,06-05-2025,Kolkata,2
BF2025040522,Toothpaste,Dealer6,1556,09-04-2025,Ahmedabad,2
BF2025040522,Toothpaste,Dealer7,1502,11-04-2025,Hyderabad,2
BF2025040522,Toothpaste,Dealer20,134,14-04-2025,Hyderabad,1
BF2025040522,Toothpaste,Dealer21,1994,11-04-2025,Pune,1
BF2025040522,Toothpaste,Dealer16,455,14-04-2025,Ahmedabad,3
BF2025040523,Toothpaste,Dealer1,2551,13-04-2025,Delhi,2
BF2025040523,Toothpaste,Dealer19,2316,13-04-2025,Mumbai,1
BF2025040523,Toothpaste,Dealer12,5127,19-04-2025,Delhi,2
BF2025040523,Toothpaste,Dealer22,50,20-04-2025,Ahmedabad,3
BF2025040523,Toothpaste,Dealer30,2155,25-04-2025,Hyderabad,2
BF2025040524,Toothpaste,Dealer20,3789,22-04-2025,Pune,3
BF2025040524,Toothpaste,Dealer26,1460,23-04-2025,Delhi,2
BF2025040524,Toothpaste,Dealer2,3187,27-04-2025,Bangalore,2
BF2025040524,Toothpaste,Dealer27,2526,26-04-2025,Delhi,1
BF2025040525,Oil,Dealer11,439,15-04-2025,Delhi,1
BF2025040525,Oil,Dealer28,1790,19-04-2025,Mumbai,2
BF2025040525,Oil,Dealer14,1740,20-04-2025,Mumbai,2
BF2025040525,Oil,Dealer3,131,19-04-2025,Bangalore,2
BF2025040525,Oil,Dealer17,5695,24-04-2025,Hyderabad,2
BF2025040525,Oil,Dealer12,1902,21-04-2025,Delhi,2
BF2025040526,Oil,Dealer19,1455,01-05-2025,Bangalore,2
BF2025040526,Oil,Dealer26,4421,03-05-2025,Bangalore,1
BF2025040526,Oil,Dealer3,2890,02-05-2025,Kolkata,1
BF2025040526,Oil,Dealer8,2843,05-05-2025,Bangalore,3
BF2025040526,Oil,Dealer2,4514,10-05-2025,Mumbai,3
BF2025040527,Oil,Dealer9,5769,27-04-2025,Bangalore,3
BF2025040527,Oil,Dealer24,3573,27-04-2025,Chennai,2
BF2025040527,Oil,Dealer2,648,29-04-2025,Hyderabad,3
BF2025040527,Oil,Dealer5,2897,30-04-2025,Delhi,3
BF2025040527,Oil,Dealer3,2850,08-05-2025,Mumbai,2
BF2025040527,Oil,Dealer4,2193,11-05-2025,Pune,2
BF2025040528,Oil,Dealer7,803,25-04-2025,Chennai,2
BF2025040528,Oil,Dealer24,1553,27-04-2025,Kolkata,3
BF2025040528,Oil,Dealer23,8,26-04-2025,Kolkata,1
BF2025040528,Oil,Dealer5,821,28-04-2025,Bangalore,2
BF2025040528,Oil,Dealer6,429,03-05-2025,Delhi,2
BF2025040528,Oil,Dealer29,1247,06-05-2025,Kolkata,3
BF2025040528,Oil,Dealer22,1218,13-05-2025,Bangalore,2
BF2025040529,Oil,Dealer8,1561,16-04-2025,Delhi,1
BF2025040529,Oil,Dealer20,3699,20-04-2025,Mumbai,2
BF2025040529,Oil,Dealer28,8,23-04-2025,Chennai,2
BF2025040529,Oil,Dealer4,700,21-04-2025,Pune,3
BF2025040529,Oil,Dealer23,3610,21-04-2025,Chennai,2
BF2025040529,Oil,Dealer14,4563,02-05-2025,Pune,2
BF2025040530,Oil,Dealer22,4435,26-04-2025,Pune,2
BF2025040530,Oil,Dealer13,1805,27-04-2025,Mumbai,1
BF2025040530,Oil,Dealer5,45,01-05-2025,Chennai,3
BF2025040530,Oil,Dealer7,3370,01-05-2025,Delhi,1
BF2025040531,Rice,Dealer24,1534,01-05-2025,Delhi,3
BF2025040531,Rice,Dealer21,4058,02-05-2025,Kolkata,3
BF2025040531,Rice,Dealer26,1572,03-05-2025,Chennai,1
BF2025040531,Rice,Dealer4,2155,09-05-2025,Chennai,2
BF2025040531,Rice,Dealer28,1142,07-05-2025,Ahmedabad,1
BF2025040532,Rice,Dealer14,526,06-04-2025,Delhi,1
BF2025040532,Rice,Dealer2,2579,10-04-2025,Bangalore,3
BF2025040532,Rice,Dealer9,2752,09-04-2025,Kolkata,2
BF2025040532,Rice,Dealer1,2470,10-04-2025,Ahmedabad,2
BF2025040532,Rice,Dealer30,1731,20-04-2025,Mumbai,3
BF2025040532,Rice,Dealer15,673,22-04-2025,Ahmedabad,2
BF2025040533,Rice,Dealer10,1596,13-04-2025,Chennai,1
BF2025040533,Rice,Dealer21,1548,17-04-2025,Ahmedabad,2
BF2025040533,Rice,Dealer8,1777,19-04-2025,Chennai,3
BF2025040533,Rice,Dealer15,497,22-04-2025,Delhi,1
BF2025040533,Rice,Dealer7,886,17-04-2025,Bangalore,1
BF2025040533,Rice,Dealer23,808,29-04-2025,Hyderabad,2
BF2025040534,Rice,Dealer23,2744,24-04-2025,Delhi,2
BF2025040534,Rice,Dealer4,74,26-04-2025,Ahmedabad,1
BF2025040534,Rice,Dealer9,2082,29-04-2025,Pune,1
BF2025040534,Rice,Dealer22,3249,28-04-2025,Pune,3
BF2025040534,Rice,Dealer17,885,01-05-2025,Kolkata,1
BF2025040534,Rice,Dealer10,1038,09-05-2025,Hyderabad,2
BF2025040535,Rice,Dealer16,4424,24-04-2025,Chennai,3
BF2025040535,Rice,Dealer7,4352,25-04-2025,Kolkata,1
BF2025040535,Rice,Dealer6,2564,30-04-2025,Hyderabad,3
BF2025040535,Rice,Dealer4,4202,26-04-2025,Kolkata,2
BF2025040536,Rice,Dealer20,3720,03-05-2025,Chennai,3
BF2025040536,Rice,Dealer7,1901,05-05-2025,Pune,3
BF2025040536,Rice,Dealer8,2629,05-05-2025,Ahmedabad,3
BF2025040536,Rice,Dealer11,1794,07-05-2025,Mumbai,1
BF2025040536,Rice,Dealer2,7549,05-05-2025,Ahmedabad,1
BF2025040536,Rice,Dealer27,129,18-05-2025,Delhi,3
BF2025040536,Rice,Dealer12,601,07-05-2025,Chennai,1
BF2025040537,Flour,Dealer12,3717,25-04-2025,Hyderabad,1
BF2025040537,Flour,Dealer4,1655,28-04-2025,Mumbai,3
BF2025040537,Flour,Dealer2,4011,29-04-2025,Bangalore,3
BF2025040537,Flour,Dealer9,2601,06-05-2025,Chennai,3
BF2025040537,Flour,Dealer1,3600,01-05-2025,Ahmedabad,3
BF2025040538,Flour,Dealer18,34,26-04-2025,Chennai,2
BF2025040538,Flour,Dealer6,4277,28-04-2025,Bangalore,1
BF2025040538,Flour,Dealer22,4150,27-04-2025,Kolkata,1
BF2025040538,Flour,Dealer25,1099,05-05-2025,Hyderabad,2
BF2025040538,Flour,Dealer23,2091,05-05-2025,Ahmedabad,3
BF2025040538,Flour,Dealer24,1680,11-05-2025,Delhi,2
BF2025040539,Flour,Dealer24,375,18-04-2025,Delhi,2
BF2025040539,Flour,Dealer4,4813,20-04-2025,Chennai,3
BF2025040539,Flour,Dealer21,3008,21-04-2025,Delhi,3
BF2025040539,Flour,Dealer19,2744,25-04-2025,Ahmedabad,3
BF2025040540,Flour,Dealer22,838,16-04-2025,Kolkata,2
BF2025040540,Flour,Dealer15,732,16-04-2025,Mumbai,1
BF2025040540,Flour,Dealer8,5670,19-04-2025,Ahmedabad,3
BF2025040540,Flour,Dealer20,1269,22-04-2025,Pune,2
BF2025040541,Flour,Dealer12,4351,16-04-2025,Kolkata,2
BF2025040541,Flour,Dealer2,2168,16-04-2025,Delhi,1
BF2025040541,Flour,Dealer18,437,19-04-2025,Hyderabad,1
BF2025040541,Flour,Dealer6,812,21-04-2025,Delhi,1
BF2025040541,Flour,Dealer22,377,28-04-2025,Chennai,2
BF2025040542,Biscuit,Dealer14,501,11-04-2025,Mumbai,2
BF2025040542,Biscuit,Dealer6,955,14-04-2025,Mumbai,2
BF2025040542,Biscuit,Dealer20,1459,17-04-2025,Delhi,2
BF2025040542,Biscuit,Dealer27,1258,14-04-2025,Chennai,2
BF2025040542,Biscuit,Dealer26,1317,24-04-2025,Mumbai,3
BF2025040542,Biscuit,Dealer15,309,27-04-2025,Ahmedabad,3
BF2025040542,Biscuit,Dealer9,465,22-04-2025,Delhi,1
BF2025040543,Biscuit,Dealer17,1741,17-04-2025,Mumbai,3
BF2025040543,Biscuit,Dealer6,948,17-04-2025,Mumbai,2
BF2025040543,Biscuit,Dealer18,6813,19-04-2025,Mumbai,1
BF2025040543,Biscuit,Dealer29,3815,22-04-2025,Bangalore,2
BF2025040544,Biscuit,Dealer18,2554,30-04-2025,Ahmedabad,3
BF2025040544,Biscuit,Dealer5,4358,29-04-2025,Kolkata,1
BF2025040544,Biscuit,Dealer27,726,06-05-2025,Mumbai,3
BF2025040544,Biscuit,Dealer6,4109,08-05-2025,Hyderabad,2
BF2025040544,Biscuit,Dealer2,3634,08-05-2025,Delhi,3
BF2025040544,Biscuit,Dealer14,464,13-05-2025,Bangalore,1
BF2025040545,Biscuit,Dealer1,3476,17-04-2025,Mumbai,2
BF2025040545,Biscuit,Dealer2,3094,17-04-2025,Chennai,1
BF2025040545,Biscuit,Dealer25,3865,21-04-2025,Mumbai,2
BF2025040545,Biscuit,Dealer30,3238,22-04-2025,Hyderabad,1
BF2025040545,Biscuit,Dealer28,374,22-04-2025,Pune,3
BF2025040545,Biscuit,Dealer27,738,02-05-2025,Delhi,2
BF2025040546,Biscuit,Dealer11,1568,18-04-2025,Ahmedabad,1
BF2025040546,Biscuit,Dealer13,1825,22-04-2025,Ahmedabad,3
BF2025040546,Biscuit,Dealer22,632,25-04-2025,Mumbai,2
BF2025040546,Biscuit,Dealer4,206,21-04-2025,Delhi,1
BF2025040546,Biscuit,Dealer26,1971,26-04-2025,Pune,1
BF2025040546,Biscuit,Dealer17,1456,30-04-2025,Kolkata,3
BF2025040547,Toothpaste,Dealer2,243,01-05-2025,Delhi,1
BF2025040547,Toothpaste,Dealer17,3251,03-05-2025,Kolkata,1
BF2025040547,Toothpaste,Dealer14,4350,08-05-2025,Mumbai,2
BF2025040547,Toothpaste,Dealer15,1855,05-05-2025,Kolkata,2
BF2025040547,Toothpaste,Dealer1,3126,06-05-2025,Bangalore,2
BF2025040547,Toothpaste,Dealer30,435,17-05-2025,Chennai,2
BF2025040547,Toothpaste,Dealer20,3555,15-05-2025,Hyderabad,3
BF2025040548,Toothpaste,Dealer12,4807,20-04-2025,Pune,1
BF2025040548,Toothpaste,Dealer10,2297,24-04-2025,Chennai,3
BF2025040548,Toothpaste,Dealer27,256,23-04-2025,Kolkata,2
BF2025040548,Toothpaste,Dealer6,4371,29-04-2025,Ahmedabad,1
BF2025040549,Toothpaste,Dealer26,3523,16-04-2025,Bangalore,2
BF2025040549,Toothpaste,Dealer1,3162,20-04-2025,Mumbai,3
BF2025040549,Toothpaste,Dealer25,1942,21-04-2025,Pune,1
BF2025040549,Toothpaste,Dealer20,464,23-04-2025,Bangalore,3
BF2025040549,Toothpaste,Dealer28,224,27-04-2025,Delhi,1
BF2025040549,Toothpaste,Dealer21,2962,30-04-2025,Ahmedabad,1
BF2025040550,Toothpaste,Dealer29,3823,24-04-2025,Delhi,1
BF2025040550,Toothpaste,Dealer8,463,29-04-2025,Bangalore,3
BF2025040550,Toothpaste,Dealer17,1936,28-04-2025,Bangalore,1
BF2025040550,Toothpaste,Dealer7,1119,28-04-2025,Pune,2
BF2025040550,Toothpaste,Dealer13,473,29-04-2025,Kolkata,2
BF2025040550,Toothpaste,Dealer23,5037,10-05-2025,Delhi,2
BF2025040550,Toothpaste,Dealer27,4476,08-05-2025,Kolkata,3
BF2025040551,Toothpaste,Dealer4,1654,29-04-2025,Hyderabad,3
BF2025040551,Toothpaste,Dealer10,145,30-04-2025,Pune,2
BF2025040551,Toothpaste,Dealer25,1395,30-04-2025,Kolkata,2
BF2025040551,Toothpaste,Dealer9,3381,01-05-2025,Hyderabad,2
BF2025040551,Toothpaste,Dealer3,2258,06-05-2025,Delhi,2
BF2025040552,Soap,Dealer7,2198,15-04-2025,Pune,3
BF2025040552,Soap,Dealer28,1437,14-04-2025,Mumbai,1
BF2025040552,Soap,Dealer24,3700,17-04-2025,Chennai,1
BF2025040552,Soap,Dealer1,4032,22-04-2025,Delhi,1
BF2025040552,Soap,Dealer22,2396,21-04-2025,Hyderabad,1
BF2025040552,Soap,Dealer3,4485,29-04-2025,Delhi,2
BF2025040553,Soap,Dealer20,251,02-05-2025,Bangalore,3
BF2025040553,Soap,Dealer27,4536,04-05-2025,Hyderabad,2
BF2025040553,Soap,Dealer23,379,07-05-2025,Mumbai,2
BF2025040553,Soap,Dealer2,5634,06-05-2025,Chennai,1
BF2025040553,Soap,Dealer22,1577,06-05-2025,Mumbai,3
BF2025040553,Soap,Dealer28,6053,07-05-2025,Mumbai,3
BF2025040553,Soap,Dealer11,1380,19-05-2025,Ahmedabad,2
BF2025040554,Soap,Dealer24,3305,02-05-2025,Kolkata,3
BF2025040554,Soap,Dealer29,815,02-05-2025,Mumbai,2
BF2025040554,Soap,Dealer26,309,04-05-2025,Ahmedabad,3
BF2025040554,Soap,Dealer4,2297,08-05-2025,Kolkata,3
BF2025040554,Soap,Dealer18,1666,04-05-2025,Ahmedabad,1
BF2025040554,Soap,Dealer2,455,15-05-2025,Kolkata,1
BF2025040554,Soap,Dealer20,2179,20-05-2025,Pune,3
BF2025040555,Soap,Dealer30,192,27-04-2025,Delhi,2
BF2025040555,Soap,Dealer6,5793,29-04-2025,Pune,1
BF2025040555,Soap,Dealer7,4188,30-04-2025,Kolkata,3
BF2025040555,Soap,Dealer27,2391,02-05-2025,Ahmedabad,1
BF2025040556,Soap,Dealer9,3407,29-04-2025,Bangalore,2
BF2025040556,Soap,Dealer24,3436,03-05-2025,Mumbai,3
BF2025040556,Soap,Dealer10,3307,02-05-2025,Bangalore,3
BF2025040556,Soap,Dealer27,2549,03-05-2025,Bangalore,3
BF2025040556,Soap,Dealer20,1468,04-05-2025,Chennai,3
BF2025040556,Soap,Dealer4,2285,10-05-2025,Ahmedabad,3
BF2025040556,Soap,Dealer29,1296,11-05-2025,Pune,2
BF2025040557,Soap,Dealer25,1944,19-04-2025,Hyderabad,3
BF2025040557,Soap,Dealer14,2528,19-04-2025,Kolkata,1
BF2025040557,Soap,Dealer7,1628,19-04-2025,Mumbai,1
BF2025040557,Soap,Dealer6,1358,24-04-2025,Pune,2
BF2025040557,Soap,Dealer27,197,29-04-2025,Bangalore,1
BF2025040558,Soap,Dealer17,4903,01-05-2025,Kolkata,1
BF2025040558,Soap,Dealer18,3725,04-05-2025,Pune,1
BF2025040558,Soap,Dealer14,4596,08-05-2025,Mumbai,2
BF2025040558,Soap,Dealer24,1994,05-05-2025,Delhi,2
BF2025040558,Soap,Dealer2,2909,10-05-2025,Pune,2
BF2025040559,Soap,Dealer7,7589,24-04-2025,Delhi,2
BF2025040559,Soap,Dealer28,3097,28-04-2025,Ahmedabad,3
BF2025040559,Soap,Dealer2,3410,25-04-2025,Hyderabad,1
BF2025040559,Soap,Dealer17,5207,02-05-2025,Chennai,1
BF2025040560,Oil,Dealer6,6724,07-04-2025,Mumbai,3
BF2025040560,Oil,Dealer25,2664,08-04-2025,Ahmedabad,2
BF2025040560,Oil,Dealer7,6121,09-04-2025,Delhi,1
BF2025040560,Oil,Dealer9,3812,16-04-2025,Chennai,3
BF2025040561,Oil,Dealer10,6304,18-04-2025,Delhi,3
BF2025040561,Oil,Dealer24,34,20-04-2025,Pune,3
BF2025040561,Oil,Dealer2,3710,20-04-2025,Chennai,3
BF2025040561,Oil,Dealer4,3145,26-04-2025,Hyderabad,2
BF2025040561,Oil,Dealer8,1364,28-04-2025,Mumbai,1
BF2025040561,Oil,Dealer30,2098,21-04-2025,Mumbai,1
BF2025040562,Oil,Dealer15,1632,02-05-2025,Ahmedabad,2
BF2025040562,Oil,Dealer23,3191,03-05-2025,Delhi,1
BF2025040562,Oil,Dealer29,1866,05-05-2025,Kolkata,1
BF2025040562,Oil,Dealer1,208,12-05-2025,Kolkata,3
BF2025040562,Oil,Dealer20,929,14-05-2025,Bangalore,2
BF2025040562,Oil,Dealer2,1844,16-05-2025,Ahmedabad,1
BF2025040563,Oil,Dealer29,2267,08-04-2025,Hyderabad,3
BF2025040563,Oil,Dealer17,1549,09-04-2025,Mumbai,1
BF2025040563,Oil,Dealer10,1625,11-04-2025,Pune,2
BF2025040563,Oil,Dealer5,4028,15-04-2025,Bangalore,1
BF2025040564,Oil,Dealer6,4836,19-04-2025,Pune,1
BF2025040564,Oil,Dealer29,5076,22-04-2025,Pune,2
BF2025040564,Oil,Dealer7,1824,26-04-2025,Ahmedabad,2
BF2025040564,Oil,Dealer4,875,22-04-2025,Kolkata,1
BF2025040564,Oil,Dealer27,6004,01-05-2025,Mumbai,1
BF2025040565,Oil,Dealer25,1198,19-04-2025,Chennai,2
BF2025040565,Oil,Dealer14,3111,22-04-2025,Delhi,2
BF2025040565,Oil,Dealer1,5510,25-04-2025,Pune,2
BF2025040565,Oil,Dealer21,1263,24-04-2025,Pune,1
BF2025040565,Oil,Dealer15,3361,27-04-2025,Kolkata,2
BF2025040565,Oil,Dealer6,1804,05-05-2025,Mumbai,3
BF2025040565,Oil,Dealer24,3670,26-04-2025,Kolkata,3
BF2025050566,Biscuit,Dealer1,3704,01-06-2025,Kolkata,2
BF2025050566,Biscuit,Dealer18,2248,04-06-2025,Kolkata,3
BF2025050566,Biscuit,Dealer26,4241,07-06-2025,Mumbai,2
BF2025050566,Biscuit,Dealer28,2721,04-06-2025,Pune,2
BF2025050566,Biscuit,Dealer5,1667,12-06-2025,Ahmedabad,1
BF2025050566,Biscuit,Dealer13,4912,11-06-2025,Mumbai,2
BF2025050567,Biscuit,Dealer25,2457,18-05-2025,Delhi,3
BF2025050567,Biscuit,Dealer7,4211,19-05-2025,Bangalore,3
BF2025050567,Biscuit,Dealer26,3223,23-05-2025,Bangalore,2
BF2025050567,Biscuit,Dealer17,1082,25-05-2025,Pune,1
BF2025050567,Biscuit,Dealer11,824,21-05-2025,Delhi,2
BF2025050568,Biscuit,Dealer25,1816,05-05-2025,Mumbai,1
BF2025050568,Biscuit,Dealer8,2739,09-05-2025,Chennai,2
BF2025050568,Biscuit,Dealer1,1175,12-05-2025,Hyderabad,2
BF2025050568,Biscuit,Dealer28,3015,09-05-2025,Pune,2
BF2025050568,Biscuit,Dealer22,352,11-05-2025,Kolkata,3
BF2025050568,Biscuit,Dealer17,2958,21-05-2025,Pune,2
BF2025050568,Biscuit,Dealer14,1169,23-05-2025,Bangalore,1
BF2025050569,Biscuit,Dealer10,4040,17-05-2025,Chennai,1
BF2025050569,Biscuit,Dealer21,1512,21-05-2025,Ahmedabad,2
BF2025050569,Biscuit,Dealer20,2133,23-05-2025,Kolkata,1
BF2025050569,Biscuit,Dealer3,3641,26-05-2025,Delhi,1
BF2025050570,Biscuit,Dealer24,1968,09-05-2025,Delhi,3
BF2025050570,Biscuit,Dealer12,118,09-05-2025,Ahmedabad,2
BF2025050570,Biscuit,Dealer8,3481,11-05-2025,Kolkata,3
BF2025050570,Biscuit,Dealer21,3111,15-05-2025,Delhi,3
BF2025050571,Chocolate,Dealer12,5140,15-05-2025,Mumbai,2
BF2025050571,Chocolate,Dealer1,3389,16-05-2025,Pune,1
BF2025050571,Chocolate,Dealer18,4307,20-05-2025,Bangalore,3
BF2025050571,Chocolate,Dealer26,3265,19-05-2025,Chennai,3
BF2025050571,Chocolate,Dealer3,2648,20-05-2025,Chennai,3
BF2025050572,Chocolate,Dealer8,1018,28-05-2025,Mumbai,3
BF2025050572,Chocolate,Dealer3,4591,28-05-2025,Delhi,2
BF2025050572,Chocolate,Dealer5,2012,29-05-2025,Kolkata,2
BF2025050572,Chocolate,Dealer11,2342,30-05-2025,Chennai,2
BF2025050572,Chocolate,Dealer12,4648,05-06-2025,Chennai,3
BF2025050572,Chocolate,Dealer23,2327,12-06-2025,Hyderabad,3
BF2025050572,Chocolate,Dealer6,1027,03-06-2025,Ahmedabad,3
BF2025050573,Chocolate,Dealer18,688,11-05-2025,Pune,2
BF2025050573,Chocolate,Dealer19,1363,12-05-2025,Kolkata,2
BF2025050573,Chocolate,Dealer12,833,16-05-2025,Pune,3
BF2025050573,Chocolate,Dealer13,469,15-05-2025,Kolkata,3
BF2025050573,Chocolate,Dealer4,906,18-05-2025,Bangalore,1
BF2025050573,Chocolate,Dealer7,1110,15-05-2025,Chennai,1
BF2025050573,Chocolate,Dealer25,258,23-05-2025,Chennai,2
BF2025050574,Chocolate,Dealer27,3384,15-05-2025,Delhi,3
BF2025050574,Chocolate,Dealer4,3297,16-05-2025,Mumbai,1
BF2025050574,Chocolate,Dealer13,2699,19-05-2025,Delhi,3
BF2025050574,Chocolate,Dealer16,1820,17-05-2025,Chennai,2
BF2025050574,Chocolate,Dealer18,1870,22-05-2025,Kolkata,2
BF2025050574,Chocolate,Dealer29,3334,18-05-2025,Hyderabad,1
BF2025050575,Flour,Dealer26,3209,31-05-2025,Pune,3
BF2025050575,Flour,Dealer24,857,02-06-2025,Chennai,3
BF2025050575,Flour,Dealer22,3043,04-06-2025,Ahmedabad,1
BF2025050575,Flour,Dealer20,899,07-06-2025,Pune,1
BF2025050575,Flour,Dealer15,425,06-06-2025,Kolkata,1
BF2025050575,Flour,Dealer8,1906,08-06-2025,Mumbai,1
BF2025050575,Flour,Dealer14,2010,11-06-2025,Ahmedabad,2
BF2025050576,Flour,Dealer13,5790,24-05-2025,Pune,2
BF2025050576,Flour,Dealer28,3331,27-05-2025,Delhi,3
BF2025050576,Flour,Dealer16,5191,25-05-2025,Delhi,1
BF2025050576,Flour,Dealer8,5529,26-05-2025,Chennai,1
BF2025050577,Flour,Dealer11,2586,09-05-2025,Delhi,3
BF2025050577,Flour,Dealer22,1082,10-05-2025,Mumbai,1
BF2025050577,Flour,Dealer6,2299,15-05-2025,Delhi,3
BF2025050577,Flour,Dealer3,1594,10-05-2025,Delhi,1
BF2025050577,Flour,Dealer13,1322,17-05-2025,Kolkata,3
BF2025050577,Flour,Dealer29,310,18-05-2025,Pune,2
BF2025050578,Flour,Dealer8,2438,11-05-2025,Chennai,2
BF2025050578,Flour,Dealer14,2698,15-05-2025,Kolkata,3
BF2025050578,Flour,Dealer20,2962,17-05-2025,Bangalore,2
BF2025050578,Flour,Dealer28,394,20-05-2025,Bangalore,2
BF2025050578,Flour,Dealer18,2855,24-05-2025,Delhi,3
BF2025050578,Flour,Dealer10,2644,21-05-2025,Hyderabad,2
BF2025050579,Flour,Dealer21,1362,27-05-2025,Ahmedabad,1
BF2025050579,Flour,Dealer3,1642,28-05-2025,Hyderabad,1
BF2025050579,Flour,Dealer10,1378,31-05-2025,Chennai,3
BF2025050579,Flour,Dealer12,2439,05-06-2025,Kolkata,1
BF2025050580,Chips,Dealer13,58,14-05-2025,Ahmedabad,3
BF2025050580,Chips,Dealer16,1284,16-05-2025,Delhi,3
BF2025050580,Chips,Dealer7,573,19-05-2025,Kolkata,2
BF2025050580,Chips,Dealer18,1628,22-05-2025,Ahmedabad,2
BF2025050580,Chips,Dealer25,2011,26-05-2025,Delhi,3
BF2025050580,Chips,Dealer22,132,18-05-2025,Hyderabad,2
BF2025050580,Chips,Dealer6,1310,01-06-2025,Chennai,3
BF2025050581,Chips,Dealer24,2719,06-05-2025,Hyderabad,2
BF2025050581,Chips,Dealer2,2064,08-05-2025,Kolkata,2
BF2025050581,Chips,Dealer26,964,13-05-2025,Hyderabad,3
BF2025050581,Chips,Dealer21,3238,16-05-2025,Ahmedabad,3
BF2025050581,Chips,Dealer18,1230,19-05-2025,Pune,3
BF2025050581,Chips,Dealer11,268,11-05-2025,Mumbai,2
BF2025050581,Chips,Dealer22,1395,13-05-2025,Bangalore,3
BF2025050582,Chips,Dealer25,887,24-05-2025,Bangalore,1
BF2025050582,Chips,Dealer24,601,26-05-2025,Chennai,2
BF2025050582,Chips,Dealer11,1725,31-05-2025,Delhi,2
BF2025050582,Chips,Dealer28,1518,03-06-2025,Bangalore,2
BF2025050582,Chips,Dealer12,1298,01-06-2025,Chennai,1
BF2025050583,Chips,Dealer18,3158,10-05-2025,Ahmedabad,2
BF2025050583,Chips,Dealer29,1525,12-05-2025,Hyderabad,3
BF2025050583,Chips,Dealer30,738,15-05-2025,Delhi,3
BF2025050583,Chips,Dealer19,6313,19-05-2025,Delhi,2
BF2025050583,Chips,Dealer4,3042,19-05-2025,Chennai,3
BF2025050584,Chips,Dealer11,2146,23-05-2025,Hyderabad,2
BF2025050584,Chips,Dealer17,1295,25-05-2025,Ahmedabad,3
BF2025050584,Chips,Dealer20,5745,29-05-2025,Bangalore,2
BF2025050584,Chips,Dealer26,2923,28-05-2025,Hyderabad,1
BF2025050584,Chips,Dealer22,3244,28-05-2025,Hyderabad,3
